,train_index,train_sentence,kimberly_sentence,train_label
5476,snips-train-3150,Book a restaurant in Geddes on march the twenty-seventh for me and my husband,BOOK A RESTAURANT IN GETTYS ON MARCH THE TWENTY SEVENTH FOR ME AND MY HUSBAND,BookRestaurant
5477,snips-train-3151,"21 weeks from now elinor, crystal turner and nita want to eat german food at a bar in distant California",TWENTY ONE WEEKS FROM NOW ALOANER CRYSTAL TURNER AND NITA WONT TO EAT GERMAN FOOD AT ABAR IN DISTANT CALIFORNIA,BookRestaurant
5478,snips-train-3152,book a sushis serving restaurant in Uzbekistan,BUCA SUCES SERVING RESTAURANT INNUSBECCA STAN,BookRestaurant
5479,snips-train-3153,I need to book a table at brasserie for 10 that is highly rated in Kentucky,I MEED TO BOOK A TABLE AT BRASSARE FOR TEN THAT IS HIGHLY RATED IN KENTUCKY,BookRestaurant
5480,snips-train-3154,I need to book a table at a place around here in PA for a party of two,I NEED TO BOOK AT TABLE AT A PLACE AROUND HERE IN PE FOR A PARTY OF TWO,BookRestaurant
5481,snips-train-3155,"I need to book a restaurant in Fork Mountain , SC for valarie, mari and I",I NEED TO BOOK A RESTAURANT IN FORK MOUNTAIN S C FOR VALERY MARY AND I,BookRestaurant
5482,snips-train-3156,Book a restaurant this year for party of 2,BOOK A RESTAURANT THIS YEAR FOR PARTY OF TWO,BookRestaurant
5483,snips-train-3157,I want to eat at a brasserie that has internet near Greenland at elevenses .,I WANT TO EAT AT A BRASSORE THAT HAS ENTERNET NEAR GREENLANDADA LEVENSIS,BookRestaurant
5484,snips-train-3158,restaurant in Watauga for me and my aunt,RESTAURANT IN WHAT ALGA FOR ME AND MY AUNT,BookRestaurant
5485,snips-train-3159,Make me a reservation in TN somewhere nearby for a party of 4,MAKE ME A RESERVATION IN TI EN SOMEWHERE NEAR BY FOR A PARTY OF FOUR,BookRestaurant
5486,snips-train-316,add artist to my Phunkadelic playlist,ADARTIST TO MY FONCADELIC PLAYLEST,AddToPlaylist
5487,snips-train-3160,Book reservations at a faraway restaurant in Newtown at meal time,BOOK RESERVATIONS AT A FAR AWAY RESTAURANT IN NEW TOWN AT MEAL TIME,BookRestaurant
5488,snips-train-3161,"I'm going to Herkimer and want some liver and onions and I need a table for bessie, antonia and lisa at a cafe around 10 AM",I'M GOING TO HERKIMER AND WANT SOME LIVER AND ONIONS AND I MUTE A TABLE FOR BESSE ANTONIA AND LISA AT A CAFE AROUND TENA AM,BookRestaurant
5489,snips-train-3162,2 of us want to eat at a restaurant that serves meatballs in VT,TWO OF US SWANT TO EAT AT A RESTAURANT THAT SERVES MEAT BALLS IN VITTI,BookRestaurant
5490,snips-train-3163,Book a restaurant for ten in OK .,BOOK A RESTAURANT FOR TEN IN O K,BookRestaurant
5491,snips-train-3164,Book a restaurant for four on october 9 in Maine,BOOK A RESTAURANT OR FOUR ON OCTOBER NINTH IN MAIN,BookRestaurant
5492,snips-train-3165,I need a reservation for National Coney Island with a party of 8 in NV,I NEED A RESERVATION FOR NATIONAL CONY ISLAND WITH A PARTY OF EIHT IN N V,BookRestaurant
5493,snips-train-3166,"Want a table at Monty’s Hotel, Secunderabad in the state of Vermont",WONTED TABLE AT MONDI'S HOTEL SECUNDERABAT IN THE STATE OF VERMONT,BookRestaurant
5494,snips-train-3167,I need a table at The Middle East in MN for a party of 6,I KNEED A TABLE AT THE MIDDLE EAST IN IMMEN FOR A PARTY OF SIX,BookRestaurant
5495,snips-train-3168,Book a table for three at a restarunt in Federal Hill,BOOK AT TABLE FOR THREE AT ARES TAR ONTINFEDERIL HILL,BookRestaurant
5496,snips-train-3169,I need a reservation for an indoor restaurant in China,I NEED A RESERVATION FOR AN INDOR RESTAURANT IN CHINA,BookRestaurant
5497,snips-train-317,add space cowboy to my the funny thing about football is playlist,ADD SPACE COWBOY TO MY THE FUNNY THING ABOUT FOOTBALL IS PLAYLEST,AddToPlaylist
5498,snips-train-3170,book a best steakhouse for 2 in Montserrat on 79 days and a half from now,BOOK A BEST STAKE HOUSE FOR TWO IN MONTHSARAT ON SEVENTY NINE DAYS AND A HALF FROM NOW,BookRestaurant
5499,snips-train-3171,book a restaurant in AL at Oak Ridge,BOOK A RESTAURANT IN ALATO GRIDGE,BookRestaurant
5500,snips-train-3172,Book a restaurant for ten people 1 second from now .,BOOK A RESTAURANT FOR TEN PEOPLE ONE SECOND FROM NOW,BookRestaurant
5501,snips-train-3173,Book a table for 2 at a nearby restaurant .,BOOK AT TABLE FOR TWO AT A NEAR BY RESTAURANT,BookRestaurant
5502,snips-train-3174,melba and I want to dine in Barbados next Jun.,MELBA AND I WANT TO DINE IN BARBADOS NEXT JUNE,BookRestaurant
5503,snips-train-3175,Book a restaurant 2 months from now for seven people in New Caledonia .,BOOK A RESTAURANT TWO MONTHS ROM NOW FOR SEVEN PEOPLE IN NEW CALEDONIA,BookRestaurant
5504,snips-train-3176,Book the Boon Brick Store for nine people.,BOOK THE BOON BRICK STORE FOR NINE PEOPLE,BookRestaurant
5505,snips-train-3177,I need seating at Floating restaurant in Tennessee for a group of 9,I NEED SEATING AT FLOATING RESTAURANT IN TENNESSEE FFOR A GROUP OF NINE,BookRestaurant
5506,snips-train-3178,Book me a table for nine at a bar with parking in Qatar,BOOK ME A TABLE FOR NINE AT A BAR WITH PARKING AND GOTTAR,BookRestaurant
5507,snips-train-3179,Book reservation at The Big Chill Cafe in AR for 10 people,BOOK RESERVATION AT TE BIG CHILL CAFE IN ARE FOR TEN PEOPLE,BookRestaurant
5508,snips-train-318,add d-day dodgers to my running power playlist,AD D D DODGERS TO MY RUNNING POWER PLAY LIST,AddToPlaylist
5509,snips-train-3180,I need reservations in ND in the city of Briarwood for me and my colleagues .,I NEED RESERVATIONS IN END AN THE CITY OF BRIARWOOD FOR ME AND MY COLLEAGUES,BookRestaurant
5510,snips-train-3181,I want a table for five at a restaurant with latin food in Arkansas for 1 hour from now,I WANT A TABLE FOR FIVE AT A RESTAURANT WITH LATIN FOOD IN ARKAN SAW FOR ONE HOUR FROM NOW,BookRestaurant
5511,snips-train-3182,Book a table at a french restaurant for fern and I,BOOK AT TABLE AT A FRENCH RESTAURANT FOR FERN AND DIE,BookRestaurant
5512,snips-train-3183,Book reservations at a restaurant that serves brazilian food for 9 people,BOOK RESERVATIONS AT A RESTAURANT THAT SERVES BRAZILIAND FOOD FOR NINE PEOPLE,BookRestaurant
5513,snips-train-3184,"Book a reservation for a restaurant in Stonewood , GU",BOOK A RESERVATION FOR A RESTAURANT IN STONE WOOD GOU,BookRestaurant
5514,snips-train-3185,I need a table for 4 at The Brass Rail .,I NEED A TABLE FOR FOUR AT THE BRASS RAIL,BookRestaurant
5515,snips-train-3186,Let me get reservations for a party of three at a bar with a pool .,LET ME GET RESERVATIONS FOR A PARTY OF THREE AT A BAR WITH A POOL,BookRestaurant
5516,snips-train-3187,I'd like to eat with a party of nine in Snapfinger PA,I'D LIKE TO EAT WITH A PARTY OF NINE AND SNAP FINGER PENNYLVANE NA,BookRestaurant
5517,snips-train-3188,Book a restaurant with wifi for nine people.,BOOK A RESTAURANT WITH WY FI FOR NINE PEOPLE,BookRestaurant
5518,snips-train-3189,book in town for 3 at a restaurant outdoor that is not far,BOOK IN TOWN FOR THREE AT A RESTAURANT OUT OR THAT IS NOT FAR,BookRestaurant
5519,snips-train-319,Put a molly mcguire album in my metal talks kreator playlist.,PUTTIN MOLLI MGUIRE ALBUM IN MY METAL TALKS CREATOR PLAYLEST,AddToPlaylist
5520,snips-train-3190,I want to eat somewhere that is faraway from Iowa .,I WANT TO EAT SOMEWHERE THAT IS FAR AWAY FROM IAWA,BookRestaurant
5521,snips-train-3191,"I need a highly rated oyster bar in AR in a month for jeanne collins, amy and I",I NEED A HIGHLY RADED OYSTER BAR I ARE IN A MONTH FOR GEAN COLLINS AMY AND DIE,BookRestaurant
5522,snips-train-3192,"I'm hoping to find a table for six at a pub on jul. 19, 2029 .",I AM HOPING TO FIND A TABLE FOR SIX AT A PUBON JULY NINETEENTH TWENTY TWENTY NINE,BookRestaurant
5523,snips-train-3193,set an reservation for a party of eight at the bar on 8/8/2039,SET AND RESERVATION FOR A PARTY OF EIGHT AT THE BAR ON AUGUST TEIGHTH TWENTY THIRTY NINE,BookRestaurant
5524,snips-train-3194,Book a table for 1 somewhere in Andorra,BOOK AT TABLE FOR ONE SOMEWHERE IN ANDORA,BookRestaurant
5525,snips-train-3195,make a reservation for 9 at a brasserie with parking,MAKE A RESERVATION FOR NINE ET OF BRASSEREE WITH PARKING,BookRestaurant
5526,snips-train-3196,"I want to book the distant downtown Tribeca Grill for august the twenty-third, 2025 for wilda and jacklyn",I WANT TO BOOK THE DISTANT DOWN TOWN TRIBACCA GRILE FOR AUGUST THE TWENTY THIRD TWENTY TWENTY FIVE FOR WILDA AND JACKLIN,BookRestaurant
5527,snips-train-3197,please book a restaurant for nine members,PLEASE BOOK A RESTAURANT FFOR NINE MEMBERS,BookRestaurant
5528,snips-train-3198,Book a reservation for a brasserie serving soupe in Tokelau,BOOK O RESERVATION FOR A BRASS ORESERVING SOUP IN TOKE ALLOW,BookRestaurant
5529,snips-train-3199,book a table in Cottondale not far for in two hundred sixty nine days,BOOK AT TABLE IN COTTON DALE NOT FAR FOR IN TWO HUNDRED SIXTY NINE DAYS,BookRestaurant
5530,snips-train-32,Add track to this is puccini,AD TRACK TO THIS IS PUCCINE,AddToPlaylist
5531,snips-train-320,Add a song by Takahito Eguchi to my guest list polygon playlist.,ADD A SONG BY TOCAHE TOE GOOCHI TO MY GUEST LIST POLLY GONE PLAYLEST,AddToPlaylist
5532,snips-train-3200,I want to book a pizza restaurant close to Astor Place for nine at 3 am,I WANT TO BOOK A PETS O RESTAURANT CLOSE TO ASKT ER PLACE FOR NINE AT THREE A M,BookRestaurant
5533,snips-train-3201,I'm looking to book a reservation in Aruba at a place nearby .,I'M LOOKING TO BOOK A RESERVATION IN A RUBA AT A PLACE NEAR BY,BookRestaurant
5534,snips-train-3202,I need to book a table for claudia and imelda at a brasserie that is top-rated,I NEED TO BOOK AT TABLE FOR CLAUDIA AND IMELDA AT A BRASS ORE THAT IS TOPRATED,BookRestaurant
5535,snips-train-3203,I need a reservation for Blue Ribbon Barbecue far from NY for a party of 10,I NEED A RESERVATION FOR BLUE RIBBON BARBIGUE FAR FROM MEN WIFE OR A PARTY OF TEN,BookRestaurant
5536,snips-train-3204,Book a brasserie restaurant at 1828 and order wings .,BOOK OF BRASSARIE RESTAURANT AT EIGHTEEN TWENTY EIGHT AND ORDER WINGS,BookRestaurant
5537,snips-train-3205,I want to book a cafeteria for 4 that has meze,I WANT TO BOOK A CALF AT TERIA FOR FOUR THAT HAS MEZE,BookRestaurant
5538,snips-train-3206,book a table for 2 guests at a restaurant in Lazy Mountain NY,BOOK AT TABLE FOR TWO GUESTS AT A RESTAURANT IN LAZY MOUNTAIN NEW YORK,BookRestaurant
5539,snips-train-3207,I need a table in neighboring Carencro at the Bridge Round House,I NEED A TABLE IN NEIGHBOURING CARAN CROW AT THE BRIDGE ROUND HOUSE,BookRestaurant
5540,snips-train-3208,Find a table for 8 somewhere in Bonaire in 345 days,FIND A TABLE FOR EIGHT SOMEWHERE IN BANARIN THREE HUNDRED FORTY FIVE DAYS,BookRestaurant
5541,snips-train-3209,Get me a table at a bar which has a spa .,GET ME A TABLE AT A BAR WHICH HAS A SPAW,BookRestaurant
5542,snips-train-321,Add this song to my lo que suena new york playlist,ADD THIS SONG TO MY LOW CASE WHEN YA NEW YORK PLAY LEST,AddToPlaylist
5543,snips-train-3210,I need a reservation in 1 second in Atlas with a party of nine,I NEED A RESERVATION IN ONE SECOND INNATLESS WITH THE PARTY OF NINE,BookRestaurant
5544,snips-train-3211,I'm looking to reserve a table at a pasta restaurant in Serbia .,I AM LOOKING TO RESERVE A TABLE AT A POSTEE RESTAURANT IN SERBIA,BookRestaurant
5545,snips-train-3212,Book a cafeteria with wifi,BOOKA CALFATERIA WITH WIVE EYE,BookRestaurant
5546,snips-train-3213,I want a table for 4 in Florida,I WANT A TABLE FOR FOUR EN FLORIDA,BookRestaurant
5547,snips-train-3214,book a tea house for 6 members with soul food,BOOK A TEA HOUSE FOR SIX MEMBERS WITH SOLE FOOD,BookRestaurant
5548,snips-train-3215,Book a food truck in MP for me and my ex husband .,BOOK OF FOOD DRUCK IN IMPEE FOR ME AND MY EX HUSBAND,BookRestaurant
5549,snips-train-3216,Book reservation in Gasconade at the best restaurant in DC,BOOK RESERVATION IN GASCANADA THE BEST RESTAURANT IN D C,BookRestaurant
5550,snips-train-3217,book a caucasian serving steakhouse for 4 in Saint Pierre and Miquelon,BOOK A CAW CCASION SERVING STAKE HOUSE FOR FOUR IN SAINT PIERRE AND MICELLON,BookRestaurant
5551,snips-train-3218,Book a steakhouse with a pool for eight people.,BOOK A STAKE HOUSE WITH A POOL FOR EIGHT PEOPLE,BookRestaurant
5552,snips-train-3219,book a spot for one at The Wolseley at elevenses,BOOK A SPOT FOR ONE AT THE WOLESLEY ATA LEVENSES,BookRestaurant
5553,snips-train-322,Add song to my pure rock & roll,ADD SONG TO MY PURE ROCK AND ROLL,AddToPlaylist
5554,snips-train-3220,I'd like reservations for me and my grandkid at a top-rated restaurant that serves molise cuisine in PA .,ID LIKE RESERVATIONS FOR ME AND MY GRAND GID A  TOPERATED RESTAURANT THAT SERVES MOLEE'S EQUIZINE IN P A,BookRestaurant
5555,snips-train-3221,Book a restaurant in West Hattiesburg for 0 o'clock .,BOOK A RESTAURANT IN WEST HHOWDESBURG FOR ZERO O'CLOCK,BookRestaurant
5556,snips-train-3222,book for crepes at a restaurant in Sint Maarten,BOOK FFOR CRAPES AT A RESTAURANT IN CINT MARTIN,BookRestaurant
5557,snips-train-3223,I need a table for 5 at the restaurant I ate at last Oct.,I NEED A TABLE OR FIVE AT THE RESTAURANT I ATE AT LAST OCTOBER,BookRestaurant
5558,snips-train-3224,book a spot for 6 in Pilot Mound Palau on feb. the twenty-fourth,BOOK A SPOT FOR SIX IN PILOT MOUND PALAO ON FEBRUARY THE TWENTY FOURTH,BookRestaurant
5559,snips-train-3225,Book a table for nine at Canteen Lunch in the Alley at Midnight,BOOK AT TABLE FOR NINE AT CANTEEN LUNCH IN THE ALLEY AT MIDNIGHT,BookRestaurant
5560,snips-train-3226,"I'd like to book at a place in Michigan for a party of 3 , name of the restaurant is Carter House Inn .",I'D LIKE TO BOOK AT A PLACE IN MICHIGAN FOR A PARTY OF THREE NAME OF THE RESTAURANT IS CARTER HOUSEN,BookRestaurant
5561,snips-train-3227,Book a restaurant in Palestine for 8 people at 9 AM,BOOK A RESTAURANT IN PALACE DINE FOR EIGHT PEOPLE AT NINE A M,BookRestaurant
5562,snips-train-3228,I need to reserve a table for me and my mom at the nearest restaurant in the state of MH .,I NEED TO RESERVE A TABLE FOR ME AND MY MAM AT THE NEAREST RESTAURANT IN THE STATE OF EM AGE,BookRestaurant
5563,snips-train-3229,me and my grandmother want to eat umbrian food on January the 7th at a brasserie .,ME AND MY GRANDMOTHER WANT TO EAT TUMBRY AND FOOD ON JANUARY THE SEVENTH AT A BRASS URE,BookRestaurant
5564,snips-train-323,add artist rob dougan to electroNOW,ADARTIST DROBDUGIN TO ELECTRO NOW,AddToPlaylist
5565,snips-train-3230,Book a restaurant that serves scampi for 10 people.,BOOK A RESTAURANT THAT SERVES SCAMPY FOR TEN PEOPLE,BookRestaurant
5566,snips-train-3231,pizzeria restaurant in Kellnersville HI that is outdoor for ten,PETES ARIA RESTAURANT IN CELNER'S VILLHAWAII THAT IS OUTDOOR FOR TEN,BookRestaurant
5567,snips-train-3232,Book a restaurant for ten in Germfask .,BOLK A RESTAURANT FOR DEN IN GERM FASK,BookRestaurant
5568,snips-train-3233,Lets go to a steakhouse before we go to the pool,LET'S GO TO A STAKE HOUSE BEFORE WE GO TO THE POOL,BookRestaurant
5569,snips-train-3234,I want to bring six of us to a bistro in town that serves hot chicken sandwich that is within the same area .,I WANT TO BRING SIX OF US TO A BEAST ROW IN TOWN THAT SERVES HOT CHICKEN SAND WITCH THAT IS WITHIN THE SAME AREA,BookRestaurant
5570,snips-train-3235,"Book a table for josie, carissa and lindsay at a brasserie which serves trentino .",BOOK AT TABLE FOR JOSE CARISA AND LENZIATA BRASERIE WHICH SERVES TRENTINO,BookRestaurant
5571,snips-train-3236,I would like to book a restaurant in Lebanon,I WOULD LIKE TO BOOK A RESTAURANT IN LEBANEN,BookRestaurant
5572,snips-train-3237,"Book a spot for kelli, jean and I at a pub at elevenses",BULCA SPOT FOR KELLY JEN AND I ADA PALBADA LOVINZIS,BookRestaurant
5573,snips-train-3238,Restaurant in Durant for 3 PM,RESTAURANT IN DURRANT FOR THREE P M,BookRestaurant
5574,snips-train-3239,"I need a reservation for Arcadian Court on June the fifth, 2035",I NEED A RESERVATION FOR ARCADIAN COURT ON JUNE FIFTH TWENTY THIRTY FIVE,BookRestaurant
5575,snips-train-324,add The Spine Surfs Alone to my playlist called The Funny Thing About Football Is,ADD THE SPINE SURFACS ALONE TO MY PLAYLIST CALLED THE FUNNY THING ABOUT FOOTBALL IS,AddToPlaylist
5576,snips-train-3240,book a table for 3 far from Tullytown at a coffeehouse with a smoking room,BOOK AT TABLE FOR THREE FAR FROM TULLY TOWN AT A COFFEE HOUSE WITH A SMOKING ROOM,BookRestaurant
5577,snips-train-3241,I want to book an ethiopian bar for this Afternoon .,I WANT TTO BOOK ANEA THEOPIAN BAR FOR THIS AFTERNOON,BookRestaurant
5578,snips-train-3242,Book a restaurant distant from downtown .,BOOK A RESTAURANT DISTANT FROM DOWN TOWN,BookRestaurant
5579,snips-train-3243,I want to book a restaurant in Barbados that serves creole .,I WANT TO BOOK A RESTAURANT IN BARBADOS THAT SERVES CREOLE,BookRestaurant
5580,snips-train-3244,Get me a table for 3 within walking distance from my hotel in Tajikistan .,GET ME A TABLE OR THREE WITHIN WALKING DISTANCE FROM MY HOTEL INTAJICASTAN,BookRestaurant
5581,snips-train-3245,book a table for 10 at a restaurant in Federated States Of Micronesia,BOOK AT TABLE FOR TANATA RESTAURANT IN FETERATED STATES OF MICHRONESIA,BookRestaurant
5582,snips-train-3246,book a spot for 2 at a restaurant in Mayotte at 0613 AM,BOOK A SPOT FOR TWO AT A RESTAURANT IN MA YACHT ETOSIX ONE THREE A M,BookRestaurant
5583,snips-train-3247,I want a table for 2 at a restaurant late at night .,I WANT A TABLE FOR TWO AT A RESTAURANT LATE AT NIGHT,BookRestaurant
5584,snips-train-3248,I'd like a table for five at any restaurant,I'D LIKE A TABLE FOR FIVE AT ANY RESTAURANT,BookRestaurant
5585,snips-train-3249,Book a bar that serves stracciatella in North Dakota for four at four am,BOOK A BAR THAT SERVES STRAT SHEETELA IN NORTH TACOTA FOR FOUR AT FOUR AM,BookRestaurant
5586,snips-train-325,Add this album ny bill callahan to my Mi Casa Es La Tuya Playlist Oficial list.,ADD THIS ALBOMEN WY BILL CALAHAN TO MY ME COSA ESLA TO YOUR PLAYLIST OFFICIAL LIST,AddToPlaylist
5587,snips-train-3250,I need a reservation for around London Borough,I NEED A RESERVATION FAR AROUND LONDON BOROUGH,BookRestaurant
5588,snips-train-3251,I need to get a restaurant reserved in SD .,I NEED TO GET A RESTAURANT RESERVED IN ASTE,BookRestaurant
5589,snips-train-3252,Book a reservation for Louisiana Fried Chicken this winter in Taiwan,BOOK O RESERVATION FOR LOUISIANA FRIED CHICKEN THIS WINTER IN TIWAN,BookRestaurant
5590,snips-train-3253,Book a table at a bar in Cambodia that serves cheese fries .,BOOK AT TABLE AT ABAR IN CAMBRODIA THAT SERVES CHEESE FRIES,BookRestaurant
5591,snips-train-3254,Book me a table for seven in neighboring France .,BOOK ME A TABLE FOR SEVEN IN NEIGHBOURING FRANCE,BookRestaurant
5592,snips-train-3255,I'm looking to get a seat at a brasserie in Togo .,I'M LOOKING TO GET A SEAT AT A BRASARI IN TOGO,BookRestaurant
5593,snips-train-3256,I would like a table for jacqueline wilson and deanna at David Carpenter House in Uncas FM,I WOULD LIKE A TABLE FOR JACKLINE WILSON AND IANA AT DAVID CARPENTER HOUSE IN UNCAS FEDERATED STATES OF MYCHRONESIA,BookRestaurant
5594,snips-train-3257,Need a table for a party of eight one hour from now in Exira SD in a pub that serves oysters rockefeller,NEED A TABLE FOR A PARTY OF EIGHT ONE HOUR FROM NOW INEC SIREA SOUTH DOCOTA IN A PUB THAT SERVES OYSTER'S ROCCAFELLER,BookRestaurant
5595,snips-train-3258,I need a table for 3 at David Whitney House in Brazil,I NEED A TABLE FOR THREE EP DAVID WHITNEY HOUSE IN BRAZIL,BookRestaurant
5596,snips-train-3259,Book reservations at a restaurant in Iron Springs,BOOK RESERVATIONS AND A RESTAURANT IN IRON SPRINGS,BookRestaurant
5597,snips-train-326,I want to add this So Chan whee tune to Latin Alternative Music,I WANT TO ADD THIS SOCHAN WE TOINTO LATIN ALTERNATIVE MUSIC,AddToPlaylist
5598,snips-train-3260,I need a reservation for Roscoff Restaurant in Valley Mills,I NEED A RESERVATION FOR RISCOF RESTAURANT IN VALLEY MILLS,BookRestaurant
5599,snips-train-3261,"make a reservation for hillary, dina chavez and alexis",MAKE A RESERVATION FOR HILARY DENA CHOVIS AND ELEXIS,BookRestaurant
5600,snips-train-3262,book at table at Forest Av restaurant close-by for 2 1 second from now,BOOK AT TABLE AT FOREST OF RESTAURANT CLOSE BY FOR TWO ONE SECOND FROM NOW,BookRestaurant
5601,snips-train-3263,I want to book a bar neighboring our apartment .,I WANT TO BOOK A BAR NEIGHBOURING OUR APARTMENT,BookRestaurant
5602,snips-train-3264,Find a reservation in Hesston NC at a new restaurant,FIND A RESERVATION IN HESTON NORTH CAROLINA AT A NEW RESTAURANT,BookRestaurant
5603,snips-train-3265,I would like to book a restaurant neighboring Lincoln Beach,I WOULD LIKE TO BOOK A RESTAURANT NEIGHBORING LINCOLN BEACH,BookRestaurant
5604,snips-train-3266,"Book a table at a tavern in Albania for annette, darlene and barbara james for ten AM",BOOK AT TABLE AT A TAVERN IN ALBANIA FOR ANNETT DARLIN AND BARBARA JAMES FOR TEN A M,BookRestaurant
5605,snips-train-3267,Reserve a table for my bf and I at Montreal Pool Room in Indiahoma,RESERVE A TABLE FOR MY B F AND I AT MONTREAL POOL ROOM IN INDIAHOMA,BookRestaurant
5606,snips-train-3268,Book a reservation for a popular bakery in Patetown,BOOK O RESERVATION FOR A POPULAR BAKERY IN PAY TOWN,BookRestaurant
5607,snips-train-3269,Book at table at a brasserie which serves padangnese food.,BOOK AT TABLE AT A BRASSERIE WHICH SERVES PEDANNI'S FOOD,BookRestaurant
5608,snips-train-327,please put this song by nas in my Hype playlist,PLEASE PUT THIS SONG BY NOZ IN MY HIGH PLAYLEST,AddToPlaylist
5609,snips-train-3270,Can you make reservations at a restaurant that serves mashed pumpkin for six PM,CAN YOU MAKE RESERVATIONS AT A RESTAURANT THAT SERVES MASHED PUMPKIN FOR SIX P M,BookRestaurant
5610,snips-train-3271,book me a restaurant in Guadeloupe,BOOK ME A RESTAURANT IN GUAD ALOUP,BookRestaurant
5611,snips-train-3272,"book a spot for krista, yolanda and I in New Mexico",BUCHA SPOT FOR CRISTA YILONDA AND I IN NEW MEXIGO,BookRestaurant
5612,snips-train-3273,I need a table at a brasserie in Belgium,I KNEED A TABLE AT A BRASERYE IN BELGIUM,BookRestaurant
5613,snips-train-3274,"Coon Chicken Inn restaurant for 1 am for me, clarice and debbie",COON CHICKEN INRESTAURANT FOR ONE A M FOR ME CHLARISE AND DEBY,BookRestaurant
5614,snips-train-3275,book a restaurant for cupcakes for ten,BOOK A RESTAURANT FOR CUP GAKES FOR TEN,BookRestaurant
5615,snips-train-3276,book a table with wifi in Delaware at a restaurant in one minute,BOOK AT TABLE WITH WIFEI AND DELAWARE AT A RESTAURANT IN ONE MINUTE,BookRestaurant
5616,snips-train-3277,I want to go to an outdoor cafe in Pioneer Day,I WANT TO GO TO AN OUTDOOR CAFE IN PIONEER DAY,BookRestaurant
5617,snips-train-3278,Book a table at the top-rated taverna in North Korea .,BOOK A TABLE AT THE TOPRATE DIVERNA IN NORTH CAREA,BookRestaurant
5618,snips-train-3279,Please book me a table for three at an american gastropub,PLEASE BOOK ME A TABLE FOR THREE AT AN AMERICAN GASTROPE HUB,BookRestaurant
5619,snips-train-328,Add beijing huanying ni to my workday lounge playlist,ADD BAGING WHILE YN NEED TO MY WORK DAY ALOUNGE PLAY LIST,AddToPlaylist
5620,snips-train-3280,I want a table for 5 next fall om Curacao,I WANT A TABLE FOR FIVE NEXT ALL OM CURE A SAW,BookRestaurant
5621,snips-train-3281,"casey chavez, lucinda and karina want to eat at a diner on december the 7th",CASE CHAVEZ LUCENDA AND CORENA WONT TO EAT AT A DINER ON DECEMBER THE SEVENTH,BookRestaurant
5622,snips-train-3282,I need a reservation for a brasserie place for a party of two,I NEED A RESERVATION FOR A BRASS A RE PLACE FOR A PARTY OF TWO,BookRestaurant
5623,snips-train-3283,I need a reservation for a tea house in Maple Glen for four people,I NEED A RESERVATION FOR A TEA HOUSE IN MAPLE GLEN OR FOUR PEOPLE,BookRestaurant
5624,snips-train-3284,book a restaurant for 5,BOOK A RESTAURANT FOR FIVE,BookRestaurant
5625,snips-train-3285,Book a brasserie type restaurant that serves pizzas in AMerican Samoa,BOOK OF BRASSORI TIE RESTAURANT THAT SERVES PETZ AS IN AMERICAN SIMOA,BookRestaurant
5626,snips-train-3286,Book a reservation for a bistro,BOOK O RESERVATION FOR A BESTRO,BookRestaurant
5627,snips-train-3287,Book the Dunbrody Country House Hotel in NE for 8 people.,BOOK THE DUNBRODIE COUNTRY HOUSE HOTEL IN ME OR EIGHT PEOPLE,BookRestaurant
5628,snips-train-3288,"Book reservations at a restaurant in Niue for me, edna and glenda",BOOK RESERVATIONS AND A RESTAURANT IN THE WAY FOR ME EDNA AND GLENDA,BookRestaurant
5629,snips-train-3289,book a spot for six at a restaurant that serves fish and chips,BOOKA SPOT FOR SIX AT A RESTAURANT THAT SERVES FISH AND CHIPS,BookRestaurant
5630,snips-train-329,Add a track to my list Made in Puerto Rico,ADD A TRACK TO MY LIST MADE IN PORTERICO,AddToPlaylist
5631,snips-train-3290,"Please make me reservations somewhere for eight people in Foley , NV",PLEASE MAKE ME RESERVATIONS SOMEWHERE FOR EIGHT PEOPLE IN FULLY ENVIY,BookRestaurant
5632,snips-train-3291,I require a reservation for one at the most highly rated restaurant in Uzbekistan .,I REQUIRE A RESERVATION FOR ONE AT THE MOST HIGHLY RATED DRESTAURANT INNESBECCA STAN,BookRestaurant
5633,snips-train-3292,book in Bolivia a brasserie for tourte food,BOOK IN BELIVIA OF BRASSARE FOR TURDY FOOD,BookRestaurant
5634,snips-train-3293,Book a restaurant for 9 people.,BOOK A RESTAURANT FOR NINE PEOPLE,BookRestaurant
5635,snips-train-3294,Book a restaurant for 3 in New Mexico .,BOOK A RESTAURANT FOR THREE IN NEW MEXICO,BookRestaurant
5636,snips-train-3295,"I would like to book at a pub on mar. 8, 2020 that is close to Broadway-Lafayette St for my daughters and I .",I WOULD LIKE TO BOOK AT A PUB ON MARCH EIGHTH TWENTY TWENTY THAT IS CLOSE TO BROADWAY LAUGH YET STREET FOR MY DAUGHTERS AND I,BookRestaurant
5637,snips-train-3296,book a spot in the same area as Yankee Doodle Coffee Shop in Madagascar,BOOK A SPOT IN THE SAME AREA AS YANKEE DUDALE COFFEE SHOP IN MADAGAS CAR,BookRestaurant
5638,snips-train-3297,Book me a table for 8 at a restaurant for seven pm,BOOK ME A TABLE OR EIGT AT A RESTAURANT FOR SEVEN P M,BookRestaurant
5639,snips-train-3298,I want tables for 6 at a kosher steakhouse around Kosovo,I WANT TABLES FOR SIX AT A COCHER STAKE HOUSE SURROUND COSEVO,BookRestaurant
