,train_index,train_sentence,brian_sentence,train_label
4795,snips-train-2538,I need a reservation for Cashel Palace Hotel in California for a party of 9,I NEED A RESERVATION FOR CASUAL POWIS HOTEL IN CALIFORNIA FOR A PARTY OF MINE,BookRestaurant
4796,snips-train-2539,I need to book a restaurant with a smoking room in AL,I MEET ABO CARRESTAURANT WITH THE SMOKING ROOM MENAL,BookRestaurant
4797,snips-train-254,Add song to my underground hits,AT SEENTY MILE ON DE GROUND HITS,AddToPlaylist
4798,snips-train-2540,reserve a spotat the food truck twelve weeks from now,RESERVE A SPOTT ACTE FOULL TOCK TWELVE WEEKS FOLL NOW,BookRestaurant
4799,snips-train-2541,Please get seating for me and my children,PLEASE GET SEETING FOR ME AND MY CHILDREN,BookRestaurant
4800,snips-train-2542,Get me a reservation for 1 somewhere in Spade at seventeen o'clock,GET ME A RESERVATION FOR ONE SOMEWHERE IN SPADE AT SEVENTEEN O'CLOCK,BookRestaurant
4801,snips-train-2543,table for two on Nov. fifteenth,TABLE FOR TWO ONE NOVEMBER FIFTEEN,BookRestaurant
4802,snips-train-2544,I'd like to eat at a restaurant with wifi,OUD LIKE TO EAT TO TO RESTAURANT WITH LAFI,BookRestaurant
4803,snips-train-2545,I'd like a table at a restaurant in KS in 5 hours from now,I'D LIKE A TABLE AT A RESTAURANT IN CASE IN FIVE HOURS FROM NOW,BookRestaurant
4804,snips-train-2546,Reserve a table for one at a top-rated restaurant nearby that serves goiano for this month in MD,RESERVE A TABLE FORM AT A TOPRATED RESTAAURANT NEARBY THAT SERVES GAYONOU FOR THIS MONTH IN M T,BookRestaurant
4805,snips-train-2547,Find me a table for two at seven somewhere in Australia,FIND ME A TABLE FOR TWO OR SEVEN SOMEWHERE IN AUSTRALIA,BookRestaurant
4806,snips-train-2548,book a table for ten people at a restaurant that serves noodle,BOOK A TABLE FOR TEN PEOPLE AR A RESTAAURANT THAT SERVES NOODLE,BookRestaurant
4807,snips-train-2549,I want to take me and my momy to eat in Flossmoor,I WANT TO TAKE ME AND MIRE ME TO EAT AND FLUSH MORE,BookRestaurant
4808,snips-train-255,Add another tune to my Trance Life playlist.,AT A MOTECUNE TO MY TRANCE LIFE PLALIST,AddToPlaylist
4809,snips-train-2550,"Book a table at Dillard House in Exell , IA",BOOK YA TABLE AT TELAD HOUSE IN AKSELL YE AR,BookRestaurant
4810,snips-train-2551,I need a table for five at Childs Restaurants in Brunei .,I NEED A TABLE FOR FARVERD CHILD'S RESTAURANTS IN BRU MIE,BookRestaurant
4811,snips-train-2552,book for one in Indiana at a restaurant,BOOK PHEOMNOMIN BIOM RATE RESTAURANT,BookRestaurant
4812,snips-train-2553,reserve a table at Bear Hotel around Finsbury Park,RESERVE A TABLE AT BARE HOTEL AROUND FINSBURY PARK,BookRestaurant
4813,snips-train-2554,I would like to book the best southeastern brazilian food court,I WOULD LIKE TO BOOK THE BEST SOUTHEAST AND BRAZILIAN FOOD COURT,BookRestaurant
4814,snips-train-2555,Book a maharashtrian restaurant please.,BOOKAMAR HARASTRIUM RESTAURANT PLEASE,BookRestaurant
4815,snips-train-2556,book John Pearson Soda Works restaurant on 7/27/2036,BOOK JOHN PEERS AND SOWED HER WORK'S RESTAURANT ON THE TWENTY SEVENTH OF JULY TWENTY THIRTY SIX,BookRestaurant
4816,snips-train-2557,book me a diner close-by Benin that serves strolghino for eight people,BOOK ME AD IMOR CLOSE BY BEMEAN THAT SERVES STROLGINO FOR EIGHT PEOPLE,BookRestaurant
4817,snips-train-2558,my great grandfather and I would like to get together at a taverna .,MY GREAT GRANDFATHER AND I WOULD LIKE TO GET TO GETHER AT A TAVENA,BookRestaurant
4818,snips-train-2559,Book restaurant for party of 7 at a pub in Ford Heights,BIK RESTRAINED FOR PARTY OF SEVEN OUTER POBBLIN FOD HARDS,BookRestaurant
4819,snips-train-256,add Irish Heartbeat to my Trapeo playlist,AD IRISH HARPEAT TO MYTROPEO PLAINIST,AddToPlaylist
4820,snips-train-2560,Book a table for six in a Togo restaurant,BOOK A TABLE FOR SIX IN A TOGA RESTAURANT,BookRestaurant
4821,snips-train-2561,Book a reservation for nine at an outdoor restaurant,BOOKA RESERVATION FOR MY NOT AN OUTDOOR RESTAURANT,BookRestaurant
4822,snips-train-2562,Book an indonesian brasserie for seven people the day after tomorrow in Hawaii .,BOKIN INDENESIAN BRASSARY FOR SEVEN PEOPLE THE DAY AFTER TO MORROW IN HAWAI,BookRestaurant
4823,snips-train-2563,"Book a restaurant neighboring IL for me, rachelle and wilda .",BOR O RESTAURANT MAY BRING EEL FOR ME ROCHELON WILDER,BookRestaurant
4824,snips-train-2564,Book a table at an indoor restaurant now .,BOOK A TABLE AT AN INDORESTAURANT NOW,BookRestaurant
4825,snips-train-2565,Reserve me a table a bar that serves african food for thirteen o'clock for 1 in Moravian Falls .,RESERVE ME A TABLI ABOTTL OT SERVES AFRICAN FOOD FOR THIRTEEN O'CLOCK FORMIN MARAVIAN FORMS,BookRestaurant
4826,snips-train-2566,Book a table for mamie and maria at a south tyrolean restaurant within walking distance from Fisk Av-69th St .,BOOK A TABLE FOR MAMI AND MARI ATA SOUTH TYROLIAN RESTAURANT WITHIN WALKING DISTANCE FROM FIST CARVE SIXTY NINE THS T,BookRestaurant
4827,snips-train-2567,I want to book a reservation within the same area of AMelia Court House for 4 .,I WENT TO BOOK A RESERVATION WITHIN THE SAME MARIA OF AMELIAR COMTE HOUSE FOR FOL,BookRestaurant
4828,snips-train-2568,Book a restaurant at Tennessee,BOQU RESTAURANT OF TENNESSEE,BookRestaurant
4829,snips-train-2569,Find a table at a restaurant that serves corn relish in Venezuela,FIND A TABLE AT A RESTAAURANT THAT SERVES  CONRELISHY IN VENES WALER,BookRestaurant
4830,snips-train-257,Add the album to the psychedelic rock playlist,AT THE ALBUM TO THE PSYCHODELICROC PLAINIST,AddToPlaylist
4831,snips-train-2570,Book a party for 7 at a food court with potato salad in Alabama in eleven hours,BOOCA PARTY FOR SEVEN OR TO FOOD COURT WITH POTATO SOLID INALABAMA IN ELEVEN HOURS,BookRestaurant
4832,snips-train-2571,I need a restaurant that can accommodate a party of ten in Avant .,I NEED A RESTAURANTS THAT CAN ACCOMMODATE A PARTY OF TENNY MAVONNE,BookRestaurant
4833,snips-train-2572,book a table in Glennie for 1 in the Northern Mariana Islands,BOOK A TABLE AN GLEMY FOR ONE IN THE NORTHERN MARIAMA ISLANDS,BookRestaurant
4834,snips-train-2573,book a table for three at 0 am at a bar with wifi in Schuyler Lake,BOOK A TABLE FOR THREE O SEROE M OTABAR WITH WIFE IE AND SCALALAKE,BookRestaurant
4835,snips-train-2574,Book a reservation for 2 at a food truck with pool in New York,BOOK A RESERVATION FOR TWO AT A FOOL TRUCK WITH POLA NEW YORK,BookRestaurant
4836,snips-train-2575,I need a reservation for a highly rated goiano restaurant in AR,I NEED A RESERVATION FOR A HIGHLY RATED GOARMU RESTAURANT INAG,BookRestaurant
4837,snips-train-2576,book The Middle East restaurant in IN for noon,BOOKTHE MIDDLY ST RESTAURANT IN IN PENON,BookRestaurant
4838,snips-train-2577,book a table in Connecticut in Robinette for one second from now,BOOK A TABLE IN CONNECTICUT IN ROBBING IT FOR ONE SECOND FROM NOW,BookRestaurant
4839,snips-train-2578,"I need to book a restaurant in Burkettsville in 2 years for rhoda adams, roxanne and I",I MEEDABLE CA RESTAURANT IN BURKETS VILLAIN TWO YEARS FOR RODO ADAMS ROCKSALAN DIE,BookRestaurant
4840,snips-train-2579,I need to go to a restaurant a safe distant from the United States,I MEED TO GO TO A REST FRAN TO SAFE DISTANT FROM THE UNITED STATES,BookRestaurant
4841,snips-train-258,Add keine grenzen to New Metal Tracks,AD CINA GREMSON TO NEW METIL TRACKS,AddToPlaylist
4842,snips-train-2580,I need a reservation for a party of ten in Algeria .,I NEED A RESERVATION FOR A PARTY OF TEN IN ALGERIA,BookRestaurant
4843,snips-train-2581,Book me a reestaurant that is close in the country of Cocos Islands,BOOKMIA RESTAURANTS THAT IS CLOSE IN THE COUNTRY OF COCO'S ISLANDS,BookRestaurant
4844,snips-train-2582,book me a top-rated pub,BOK MEA TROPERATED PUB,BookRestaurant
4845,snips-train-2583,Book a popular bar in Chowchilla,BUCOPEPULABAR IN CHAUCHILE,BookRestaurant
4846,snips-train-2584,Book a nearby northeast indian restaurant in North Carolina for ten people at six am .,BOKAIA BY NORTHEAST INDIAN RESTAURANT IN NORTH CAROLINA FOR TEN PEOPLE AT SIXSAM,BookRestaurant
4847,snips-train-2585,book a spot for seven in 8 seconds from now,BOOKER SPOT FOR SEVEN IND EIGHT SECONDS FROM NOW,BookRestaurant
4848,snips-train-2586,"Book something for darlene, tessa and maxine at a restaurant for 095827",BOOK SOMETHING FOR DARLINE TESSALAN MARXIMA TO RESTAURANT THROW NINE FIVE EIGHT TWO SEVEN,BookRestaurant
4849,snips-train-2587,I want to book a tea house for 4 that serves madeleine,I WENT TO BOOK A TEA HOUSE FOR FAIR GOOD CHERVES MADLEN,BookRestaurant
4850,snips-train-2588,Book a popular restaurant for two which is distant from Avalon .,BOCOPOPULAR RESTAURANT FOR TWO WHICH IS DISTANT FROM MAVELON,BookRestaurant
4851,snips-train-2589,book a table for chasity and I in Vanuatu,BOOK A TABLE FOR CHASTITY AND I IN VANE OR TWO,BookRestaurant
4852,snips-train-259,add this Eric Weissberg song to my Dance Workout,AT THIS I REQUARSBURG SONG TO MY DANC WORKOUT,AddToPlaylist
4853,snips-train-2590,I need to book a restaurant that has wifi far from TX for me and my parents,I MEETABOCAR RESTAURANT THAT IS WHY FY FAR FROM T X FOR ME AND MY PARENTS,BookRestaurant
4854,snips-train-2591,Need to book a table downtown within walking distance of me at J.G. Melon,METABLE CATABEL DOWN TOWN WITHIN WALKING DISTANCE OF ME AT J G MELLAN,BookRestaurant
4855,snips-train-2592,Book a restaurant in Switzerland for 3 .,BOOKOR RESTAURANT IN SWITZERLAND FOR THREE,BookRestaurant
4856,snips-train-2593,Book a spot for seven at a japanese joint in Grandview Heights,BOOKA SPOT FOR SEVERAL MIT A JAPANESE JOINTING GRAND VIEW HIDES,BookRestaurant
4857,snips-train-2594,book a spot at a crab restaurant,BE PROSPECTER TO CRARBREUSTEURANT,BookRestaurant
4858,snips-train-2595,book a restaurant within the same area as Saratoga Av,BUKO RESTRANT WITHIN THE SAME ARI ISE SARA TOGUOF,BookRestaurant
4859,snips-train-2596,I need a table at Eddie’s Attic in Nevada for one,I NEED A TABLE AT EDYZATIC IN OF ARDOR FOR ONE,BookRestaurant
4860,snips-train-2597,I want to eat at the bar Saint Vincent and the Grenadines at thursday for five people,I WANT TO EAT AT THE BAR SAINT VINCENTE ON THE GRENADINES OT THURSDAY FOR FIVE PEOPLE,BookRestaurant
4861,snips-train-2598,book a Kuwait place at seven am at The Middle East,BUCACUAD PLACE AT SEVEN AMUT GOMET LEAST,BookRestaurant
4862,snips-train-2599,"book a spot for me, tiffany and sondra at a top-rated restaurant in MS with udupi",BOOKA SPOT FOR ME CEEREFULLY UNSHANDROHOUT A TOPERATED RESTAURANT IN AR MES WITH ULDAPI,BookRestaurant
4863,snips-train-26,Add Jon McLaughlin to my forever country playlist.,AT JOHN MC KECLIN TO MY FOREVER COUNTRY PLANIST,AddToPlaylist
4864,snips-train-260,go ahead and add blowfly to my This Is Schubert list,GO AHEAD AN THAT BLOW FLY TO MY THIS IS SHOE BUT LIST,AddToPlaylist
4865,snips-train-2600,Book a bakery at zero o'clock for 5 people.,BOONKEBACERY A JEER OR A CAK FOR FIVE PEOPLE,BookRestaurant
4866,snips-train-2601,book me top-rated restaurant for 9 members for midnight at Fair Bluff RI,BOOK ME TOPERATED RESTAURANT FOR NINE MEMBERS FOR MIGNIG AT FAIR BLUF FREE,BookRestaurant
4867,snips-train-2602,Book a reservation for restaurant in Texas,BOK E RESERVATION FOR RESTAURANT IN TEXUS,BookRestaurant
4868,snips-train-2603,Get me reservations for seven at a restaurant in PW that serves tourte .,GET ME RESERVATIONS FOR SEVEN ATER RESTAURANT IN P W THAT SERVES TO,BookRestaurant
4869,snips-train-2604,"book a spot for marci, marylou and amelia far from North Korea",BOOKER SPOT FOR MARSY MARY LEUND MEDIALY AFAR FROM NORTH CAREER,BookRestaurant
4870,snips-train-2605,Book a table for three at a restaurant in Louisiana,BUKA TABLE FOR THREE AR TO RESTAAURANT TO LOUISIANA,BookRestaurant
4871,snips-train-2606,I want to book a restaurant for four people in Eminence .,AND THEM TO BE CORRESTAURANT FOR FAIR PEOPLE IMEMORMENTS,BookRestaurant
4872,snips-train-2607,I'd like to eat at a restaurant one minute from now that's highly rated,I'D LIKE TO EAT A TO RESTAURANT ONE MINUTE FROM NOW THAT'S HIGHLY RATIN,BookRestaurant
4873,snips-train-2608,In eight years and a half from now I'd like a reservation at a top-rated bar,INAKE YEARS ONDER HALF FROM AN HOUR MIDE LIKE A RESERVATION AT A TOPERATED BAR,BookRestaurant
4874,snips-train-2609,book me a bar that has chicken fried bacon in Vermont,BOOK ME ABOVE THAT AS CHICKEN FRIED BAKER IN VERMONT,BookRestaurant
4875,snips-train-261,add Curious corn to Wild & Free Workout,AT CURIOUS COME TO WILD AND FREE WORK OUT,AddToPlaylist
4876,snips-train-2610,Can you get seating for 1 person at a cafeteria in Pauls Crossroads,CAN YOU GET SHUTING FOR ONE PERSONER TO CAFALTERIER IN PANES CROSS ROADS,BookRestaurant
4877,snips-train-2611,Book a reservation for seven people at a bar in Kentucky,BOOK A RESERVATION FOR SEVEN PEOPLE AT A BAR IN KENTUCKY,BookRestaurant
4878,snips-train-2612,I'd like seats for five at a place in Verden right now,I'D LIKE SHEAT FOR FIVE AT A PLACE IN VERDAN RIGHT NOW,BookRestaurant
4879,snips-train-2613,Book a CO table at Windows on the World,BULCACIO TA BLACK WINDOWS ON THE WORLD,BookRestaurant
4880,snips-train-2614,Need a resevation for a cafeteria stle restaraunt in the country of Liberia for a party of 10,NEEDRY SAVATION FOR A CALFITERIUS O RESTAURANT IN THE COUNTRY OF LIBERIA FOR A PARTY OF TEN,BookRestaurant
4881,snips-train-2615,Book me a table for 4 in a restaurant in United Kingdom .,BOOKMEO TABLE SATE IN A RESTAURANT AND UNITED KINGDOM,BookRestaurant
4882,snips-train-2616,book a spot for 7 at an outdoor food court in Denmark,TEK RESPECTFUR SHERVOLER TO GART TA FOOD CLATO DUNMARK,BookRestaurant
4883,snips-train-2617,book a spot for nine in Lavalette Guam,BAKRSPET FUNIMIN LAVELETT GAM,BookRestaurant
4884,snips-train-2618,"Book a restaurant with a pool far from robbie's hostel for me, chandra and noelle at nine PM .",BOCO RESTAURANT WITH A PUING FAR FROM REBBIS HOSTILE FOR ME CHUNDERN NERL AT NINE P M,BookRestaurant
4885,snips-train-2619,Table for five at a restaurant in Lavina,TABLE FOR FARVER TO RESTAURANT IN LAVEYOU NA,BookRestaurant
4886,snips-train-262,Add J J Cale to my heavy gamer playlist.,AT J J CAL TO MY HEAVY GAME THE PLAINEST,AddToPlaylist
4887,snips-train-2620,I'm in Tuolumne City and want fast food for a party of eight,I EANT YOU ALL O A CITY AND WANT FAST FOOD FOR A PARTY EVATE,BookRestaurant
4888,snips-train-2621,"please book a room in Spaghetti Warehouse for catalina, delores and brandie mendoza at 12 AM",PLEASE BOOKEROOM IN SPEGETTY WAREHOUSE FOR CATALINA DE MORIS AND BRANDYMAN DOSO AT TWELVE A M,BookRestaurant
4889,snips-train-2622,book me a restaurant at Sint Maarten on sun .,BOOKME A RESTAURANT AT SAINT MARTINON SAN,BookRestaurant
4890,snips-train-2623,Can you get me seating for 5 at a highly rated restaurant in Wisconsin,CAN YOU GET ME SUITING FOR FIVE AT A HIGHLY RATED RESTAURANT IN WISCONSIN,BookRestaurant
4891,snips-train-2624,Book a close by brasserie in NC .,BOOKE CLENCH BY BRASHERY IN NORTH CAROLINA,BookRestaurant
4892,snips-train-2625,I need to book a pub for 8 that has wifi,I NEED TO BOOK A POP FOR AIGT THAT IS WIFE EYE,BookRestaurant
4893,snips-train-2626,I want to book a restaurant now in Ludlow for eight,I WENT TO BE CORESTAURANT NOW IN LODLAND FORAT,BookRestaurant
4894,snips-train-2627,I'm in Bowling Green . Please book a restaurant for 1 close by .,I'MIN BOWLINGGREEN PLEASE BUKERESTURO PHIAM CAN SPY,BookRestaurant
4895,snips-train-2628,"book a spot for five at a brasserie on jan. 7, 2023",BOOKER SPOT FOR FIVE AT A BRASSARY ON JANUARY SEVENTH TWENTY TWENTY THREE,BookRestaurant
4896,snips-train-2629,book a pub in Clermont for 8 people,BINKARPOBIN CLAIRMONT FREIGHT PEOPLE,BookRestaurant
4897,snips-train-263,add this song to Rock Party,VHIS SONG TO ROCK PARTY,AddToPlaylist
4898,snips-train-2630,I would like reservations to a popular pub in Burkina for 10 people.,I WOULD LIKE RESERVATIONS TO A POPULAR POBIN BOY KENG OF FOR TEN PEOPLE,BookRestaurant
4899,snips-train-2631,Book me a reservation for an outdoor restaurant,POOK ME RESERVATION FOR AMOUT TO RESTAURANT,BookRestaurant
4900,snips-train-2632,Book a restaurant in the Marshall Islands for two people.,BOOK O RESTAURANT IN THE MARSIAL ISLANDS FOR TWO PEOPLE,BookRestaurant
4901,snips-train-2633,Book osteria restaurant for 1 person in MI .,WU COSTRYA RESTAURANT FOR ONE PERSON IN ME,BookRestaurant
4902,snips-train-2634,book for sherry and concepcion in Nunam Iqua at the best restaurant,BOOK FOSHERYAND CONCERTSIONI NONE AMICHEL T THE BEST RESTAURANT,BookRestaurant
4903,snips-train-2635,I'd like to go to a halal restaurant in twenty minutes around the District Of Columbia and book seats for four,I'D LIKE TO GO TO A HOLLAL RESTAURANT IN TWENTY MINUTES AROUND THE DISTRICT OF COLUMBIA AND BOK SEATS FOR FALL,BookRestaurant
4904,snips-train-2636,Can you find me reservations for this morning at a restaurant that serves stracciatella ?,CAN YOU FIND MERE RESERVATIONS FOR THIS MORNING AT TO RESTAURANT THAT SERVES STRACE TELLER,BookRestaurant
4905,snips-train-2637,I want to find a restaurant to eat at in Westernport .,I WANT TO FIND THE RESTAURANT TOO EATOT IN WESTERN PORT,BookRestaurant
4906,snips-train-2638,I need reservations at Khedive Palace that's close in town .,I NEED RESERVATIONS AT CADIVA PALACE THATS CLOSE IN TOWN,BookRestaurant
4907,snips-train-2639,Book a brazilian diner for 9 that's highly rated within the same area as Comoros,BOOCABROSILIAN DYNA FORNINE NATS HIGHLY RATED WITHIN THE SAME MAREA AS COMEROSE,BookRestaurant
4908,snips-train-264,I want to move this album to the selektor playlist,I WANT TO MOVE THE SALBUM TO THE SELECTOR PLAYILIST,AddToPlaylist
4909,snips-train-2640,Book a bistro in New Zealand in 119 and a half days .,BOOKABISTRA IN NEW ZEALAND IN ONE HUNDRED AND NINETEEN AND A HALF DAYS,BookRestaurant
4910,snips-train-2641,What is the best restaurant in Kentucky for ten at 0 am,WHAT IS THE BEST  RESTAURANT IN KENTUCKY FOR TEN O ZERO E M,BookRestaurant
4911,snips-train-2642,Book a table for 8 people at Robinson House .,BOOKA TABLE FOR EIGHT PEOPLE AT ROBINSHON HOUSE,BookRestaurant
4912,snips-train-2643,I'm looking for the best bistro that serves mongolian food that has room for two people in Marshall Islands .,I AM LOOKING FOR THE BEST BEASTERV THAT SERVES MONGOLIAN FOOD THAT HIS ROOM FOR TWO PEOPLE IN MARSHAL ISLANDS,BookRestaurant
4913,snips-train-2644,Book reservation at a restaurant in South Mills MT for one at 0707,BOOK  RESERVATION AT A RESTAURANT IN SOUTHMI'S MOUNT FOANOTO SEVEN O SEVEN,BookRestaurant
4914,snips-train-2645,book at Beardslee Castle in Fairview Lanes for fifteen o'clock,BOOKERD BEARDS LAY CARL IN FAVULANS FOR FIFTEEN O'CLOCK,BookRestaurant
4915,snips-train-2646,book a restaurant for november 19,BOO RESTAURANT FOR NOVEMBER NINETEEN,BookRestaurant
4916,snips-train-2647,I'd like seats for ten at a highly rated brasserie in Kyrgyzstan,I'D LIKE SEATS FOR TERN OT O HIGHLY RATED BRASSERY AND EAGI STUM,BookRestaurant
4917,snips-train-2648,"I need a table at a restaurant serving carne pizzaiola for tamra davis, viola and dorothea",I NEED A TABLE AT A RESTAURANT SERVING CARNIPETIOLA FATAMERDAVIS VIOLA AND DOROTHEA,BookRestaurant
4918,snips-train-2649,I want to book the Black Cat Bar in AR,I WANT TO BOOK TE BLACK CHURK BAR NOW,BookRestaurant
4919,snips-train-265,add this song to wedding classics playlist,AT THIS SONTAWEDDING CLASSICS PLALIST,AddToPlaylist
4920,snips-train-2650,I need a restaurant for a party of three,I NEED THE REST TRAMP FOR A PARTY OF THREE,BookRestaurant
4921,snips-train-2651,book a table at SkyCity in Salado for me and hannah,BOOK A TABLE AT SKY CITY IN SULEDO FROM ME AND HANNA,BookRestaurant
4922,snips-train-2652,Book Nuts on Clark in Irvington for 8 people in one hour .,BOOK NUTSH ON CLECK IMERVINTON FOR EIGHT PEOPLE IN ONE HOUR,BookRestaurant
4923,snips-train-2653,I need a reservation for 6 at Cherwell Boathouse .,I NEED A RESERVATION FOR SIX ASHARWELL BOAT HOUSE,BookRestaurant
4924,snips-train-2654,restaurant in West Virginia for my son and I,RESTAURANT IN WEST FOR JIMIA FOR MY SOOM DIE,BookRestaurant
4925,snips-train-2655,book indian food at a highly rated pub for 1 for 0222 pm,PUCINDIAN FOOD AT A HIGHLY RATED PUB FOR ONE FOROTI TI TI P M,BookRestaurant
4926,snips-train-2656,book a gibassier serving tavern in Vermont for nine,BOOKADI AS SHES SERVING TAVERN IN VERMONT FOR NINE,BookRestaurant
4927,snips-train-2657,I need a table for a party of 2 at Co-operative Block Building in Old Glory,I NEED A TABLE FOR A PARTY OF TOU WUD COOPERATIVE BLOCK BUILDING YOU OND GLORY,BookRestaurant
4928,snips-train-2658,"Book the best halal restaurant in Slovakia for brigitte taylor, katelyn and natalie on jun. 2 .",BOOK THE BEST HALLAL RESTAURANT IN SLAVARKI OF A BRIDGEOF TAILOR CAKLYN AND MATTERLEY ON JUNE SECOND,BookRestaurant
4929,snips-train-2659,Book a highly rated fast food restaurant in Falmouth .,BOUCAHALY RATED FAST FUND RESTRANT IN FAMMUS,BookRestaurant
4930,snips-train-266,Add el pavo dustin to viajes,AVEL PAVO DUST INTO THE ARHATE,AddToPlaylist
4931,snips-train-2660,Book reservations at James D. Conrey House at 1 PM for a party of nine,BOOK RESERVATIONS AT JAMES D TOMERY HOUSE AT ONE P M FOR A PARTY OF NINE,BookRestaurant
4932,snips-train-2661,Reserve me a table for 10 at a MT cafe for breakfast .,RESERVE ME TABLE FOR TENAR TO MONT CAFE FOR BREAKFAST,BookRestaurant
4933,snips-train-2662,book an oyster bar in AMerican Samoa for lunch,BOOK OM ERGE TO BEAR IN AMERICAN SINER PHELANCHE,BookRestaurant
4934,snips-train-2663,Make me a reservation in Hardesty at a joint the is indoor,MAKE ME RESERVATION IN HARDEST YEAR TO JOINT THE ISAN DOR,BookRestaurant
4935,snips-train-2664,Book a table in Belhaven for a party of seven at the Great House at Sonning,BOOK A TABLE IN BELLHAVEN FOR A PARTY OF SEVEN OF THE GREAT HOUSE AT SHONNING,BookRestaurant
4936,snips-train-2665,"Book a table for six at The Cherry Street Tavern for January sixteenth, 2024",BOOKA TABLE FOR SSIX AT THE CHERY STREET TAVERN FOR JANUARY SIXTEENTH TWENTY TWENTY FOUR,BookRestaurant
4937,snips-train-2666,I want a table for 7 at a popular cafeteria on Holy Saturday in GA,I WANT A TABLE FOR SEVEN OR TO POPULAR CALFATERIA ON HOLY SATURDAY IN JA,BookRestaurant
4938,snips-train-2667,I need a reservation for the smoking room at a fast food place for 8 people,I NEED A RESERVATION FOR THE SMOKING ROOM AT A FAST FOOD PLACE FOR EIGT PEOPLE,BookRestaurant
4939,snips-train-2668,Book a  table for 9 scheduled for april the 8th in NJ .,BOOK A TABLE FOR MINE SHIGULED FOR APRIL LIATE THE MEN G,BookRestaurant
4940,snips-train-2669,Book a neighboring food truck with a spa in Dallesport for 4 people.,BOOK A NAIGHBOURING FOLL TRUCK WITH A SPAR IMDALLISH PORT FOR FAIR PEEPY,BookRestaurant
4941,snips-train-267,Add 12 Odd Future Songs to the Club Hits playlist.,AT TWELVE OR FUTURE SONS TO THE CLUB PITCS PLAYLIST,AddToPlaylist
4942,snips-train-2670,Book a restaurant in FL in the city of Lochearn for my step son and I,BOOKA RESTAURANT TO NEFFELL IN THE CITY OF LOCHON FOR MY STEP SON AND DIE,BookRestaurant
4943,snips-train-2671,Can you make reservations for 1 person in IL,CAN YOU MAKE RESERVATIONS FOR ONE PERSON THE NEEL,BookRestaurant
4944,snips-train-2672,"book a spot for connie, earline and rose at an oyster bar that serves chicken fried bacon in Beauregard Delaware",BOOKA SPOT FOR CONEY ALINOND ROS AT A NORSTABA THAT SERVES CHICKEN FRIED BACON IN BEAUREGARD DELAWARE,BookRestaurant
4945,snips-train-2673,book a table near Bienville for Pioneer Day,BOOK A TABLE MAY O BEENVE FOR PIONY A DAY,BookRestaurant
4946,snips-train-2674,Book seating for one person at a food truck,PITUGING FE EMPORTION AT A THUN TROCK,BookRestaurant
4947,snips-train-2675,I want to book a restaurant for nine with wifi,I WANT TO BE CORRUSTAURANT FOR MINE WITH WARFI,BookRestaurant
4948,snips-train-2676,Book me a table at The Fat Duck in Ireland,BOOK ME A TABLE AT THE FRAT DOCKIN IRELAND,BookRestaurant
4949,snips-train-2677,I need a table in your position at churrascaria for a hot dog in the same area,I NEED A TABLE IN MEL POSITION OF CERES CAREER FOR A HOT DOG IN THE SAME ARIA,BookRestaurant
4950,snips-train-2678,Book a restaurant .,BE CO RESTRAINT,BookRestaurant
4951,snips-train-2679,I'd like a table for 6 at a restaurant in Denmark at 22,I'D LIKE A TABLE FOR SIX AT A RESTAURANT IN DEN MARK AT TWENTY TWO,BookRestaurant
4952,snips-train-268,add my old kentucky home to Fresh Finds Fire Emoji,AT MY OWN KENTUCKY HOME TO FRESH FIND FIR YMOGI,AddToPlaylist
4953,snips-train-2680,Book a reservation for 2 at Fashion Cafe in Diwali,BOOK A RESERVATION FOR TWO AT FASHION CAFE AND DE WALI,BookRestaurant
4954,snips-train-2681,book a spot for ten at a restaurant with a spa in U.S. Minor Outlying Islands,BOOKER SPOT FOR TURN OUT A RESTAURANT WITH A SPAR IN YU S MINE O OUTLYING ISLANDS,BookRestaurant
4955,snips-train-2682,I need a table for 3 in AK .,I NEED A TABLE FOR THREE IN MACH,BookRestaurant
4956,snips-train-2683,"Book the Chapter One in Bosnia and Herzegovina for patti, hester richardson and camille",BOOK THE CHAP TO ONE IN BOSMIA AND HERPS A GOVERNOR TE PATTY HERSTER RICHARD SONAND CAMELE,BookRestaurant
4957,snips-train-2684,I want to book The Hat for my grandfather and I in Arkansas .,I WENT TA BOOK FOR HURT FOR MY GRANDFATHER AND I ULARKAN SHILL,BookRestaurant
4958,snips-train-2685,book a table in Fullerville at a highly rated bar,BOOK A TABLE IND FOR VEL AT A HIGHLY RATED BAR,BookRestaurant
4959,snips-train-2686,in one hundred twenty seven days I'd like to eat at a pizzeria in North Lima,IN ONE HUNDRED TWENTY SEVEN DAYS I'D LIKE TOETA TO PET SYRIA IN NORTH LEMA,BookRestaurant
4960,snips-train-2687,I need a reservation for a restaurant close by their hostel,I NEED A RESERVATION FOR A RESTAURANT CLOSE BY THEIR HOSTILE,BookRestaurant
4961,snips-train-2688,Book a table over the internet for six at a food truck in Vanuatu for two pm,BOOK A TABLE OVER THE INTERNATE FOR SIX AT A FOOL TRUCK IN VINI WATER FOR TWO P M,BookRestaurant
4962,snips-train-2689,"christie, concepcion and I want to eat trattoria at a brasserie in Johnston now",CHRISTY CONSACSION AND I WANT TO EAT TRATTERY YOU AUT OF BRASSERY AND JONSTON NOW,BookRestaurant
