,train_index,train_sentence,emma_sentence,train_label
6053,snips-train-3670,"Book a table for 1 , 1 second from now in Adelaide",BOOK AT TABLE FOR ONE ONE SECOND FROM NOW INADOLATE,BookRestaurant
6054,snips-train-3671,"I need a table for 1 at a highly rated restaurant next autumn in Emmons , RI",I NEED A TABLE THE ONE AT A HIGHLY RATED RESTAURANT NEXT TAUTUM IN EMMONS RE,BookRestaurant
6055,snips-train-3672,Book a restaurant in Gate City for 5 people.,BOOK A RESTAURANT IN GATE CITY FOR FIVE PEOPLE,BookRestaurant
6056,snips-train-3673,Book a restaurant in Darnell .,BOOK A RESTAURANT IN DURNEL,BookRestaurant
6057,snips-train-3674,"Book Childs Restaurants in Bruno for 1 person on October 6th, 2019 .",BOOK CHILD'S RESTAURANTS IN BRUNA FOR ONE PERSON ON OCTOBER SIXTH TWENTY NINETEEN,BookRestaurant
6058,snips-train-3675,"therese, clara and I want to go to the Tennessee Ridge",TARAZ CLARA AND I WANT TO GO TO THE TENESSEE RIDGE,BookRestaurant
6059,snips-train-3676,Lets go to the Rainforest Cafe that is in the same area as 135th St,LET'S GO TO THE RAIN FOREST CAFA THAT IS IN THE SAME AREA AS ONE HUNDRED AND THIRTY FIFTH STREET,BookRestaurant
6060,snips-train-3677,I want to eat choucroute at a brasserie for 8,I WANT TO EAT SHECRUP A TOBRASERY FRATE,BookRestaurant
6061,snips-train-3678,Can you get me seating for a party of 5,CAN YOU GET ME SEATING FOR A PARTY OF FIVE,BookRestaurant
6062,snips-train-3679,book me a reservation at an oyster bar that serves crab cake for two people,BOOK MERE RESERVATION AT AN OYSE TO BAR THAT SERVES CRAB CAKE FOR TWO PEOPLE,BookRestaurant
6063,snips-train-368,add zombieland to Noctámbulo playlist,AD SOMBELAND TO KNOCK TAMBULO PLAILIST,AddToPlaylist
6064,snips-train-3680,Book a table for 8 at a restaurant that serves far breton .,BOOK AT TABLE FOR EIGHT AT A RESTAURANT THAT SERVES FAR BRETON,BookRestaurant
6065,snips-train-3681,Restaurant in Brokaw for a cuisine russian far restaurant,RESTAURANT IN BRURCL FOR A QUIZINE RUSSIAN FAR RESTAURANT,BookRestaurant
6066,snips-train-3682,Grab a table at a restaurant in Minnesota that serves ice cream cake,GRAB A TABLE AT A RESTAURANT IN MINNESOTA THAT SERVES I SCREAM CAKE,BookRestaurant
6067,snips-train-3683,book a restaurant in Puerto Rico,BOOK A RESTAURANT IN PUERTORICO,BookRestaurant
6068,snips-train-3684,book a restaurant in Lake Fenton for four,BOOK A RESTAURANT IN LAKE FENTON FOR FOUR,BookRestaurant
6069,snips-train-3685,Book a bar for 6 that has stuffed ham and isn't too faraway from Canarsie - Rockaway Parkway on bennington battle day .,VOCABA THE SIXTH THAT IS STUFFED HAM AND ISN'T TOO FAR AWAY FROM CANASE ROCKAWAY PARQUAY ON BENNINGTON BATTLE DAY,BookRestaurant
6070,snips-train-3686,Book a restaurant for 5 people.,BOOK A RESTAURANT FOR FIVE PEOPLE,BookRestaurant
6071,snips-train-3687,Book a top-rated food court in GU .,BOKET OPERATED FOOD COURT IN GOU,BookRestaurant
6072,snips-train-3688,BOok a table for me and georgina at a pub in a spa,BOOK AT TABLE FOR ME AND GEORGIANA AT A PUBBINASPAR,BookRestaurant
6073,snips-train-3689,book a spot for 3 in MT,BOOK A SPORT FOR THREE IN MOUNT,BookRestaurant
6074,snips-train-369,Add el choclo to my women of classical list,I DELT CHOCLO TO MY WOMEN OF CLASSICAL LIST,AddToPlaylist
6075,snips-train-3690,book a spot for two at a churrascaria that sells cupcake in Lumpkin Indiana now,BOOK A SPORT FOR TWO AT ACHURUS CAREER THAT SELL'S CUP CAKE IN LUMP  IN INDIANA NOW,BookRestaurant
6076,snips-train-3691,"book a spot for wilma, gay and I At The Gowanus Yacht Club in Montenegro",BOOK A SPORT FOR WILMER GAY AND I AT THE GAWANAS YACHT CLUB IN MONTENEGRO,BookRestaurant
6077,snips-train-3692,"I'm craving mac and cheese . Book a table at a Portland Mills , KS restaurant . I need it for one second from now",I'M CRAVING MACK AND CHEESE BOOK AT TABLE AT A PORTLAND MILL'S CLAY'S RESTAURANT I NEED IT FOR ONE SECOND FROM NOW,BookRestaurant
6078,snips-train-3693,book for seven at Cozy Dog Drive In,BOOK FOR SEVEN AT COZY DOG DRIVE IN,BookRestaurant
6079,snips-train-3694,in 1 second I need a restaurant in San Marino for 9,IN ONE SECOND DIONEDA RESTAURANT IN SAN MERINO FENINE,BookRestaurant
6080,snips-train-3695,Book me a reservation for 6 at a highly rated pub,BOOK MERE RESERVATION FOR SIX AT A HIGHLY RATED PUB,BookRestaurant
6081,snips-train-3696,Get me reservations for an indoor Honduras restaurant .,GET ME RESERVATIONS FOR AN ENDORE HOM JURIST RESTAURANT,BookRestaurant
6082,snips-train-3697,book me a taverna restaurant,BUCMITAVERNO RESTAURANT,BookRestaurant
6083,snips-train-3698,I'd like to eat at a top-rated restaurant in Turks and Caicos Islands,I'D LIKE TO EAT A TE TOP RATED RESTAURANT INTURKS AND CACUS SILENCE,BookRestaurant
6084,snips-train-3699,Book the CityZen for six people.,BOOK THE CITIES AND FOR SIX PEOPLE,BookRestaurant
6085,snips-train-37,Put Kim Kibum in my the martin garrix show playlist.,PUT KIMKI BUM IN MY THE MARTIN GARREK'S SHOPLAYLIST,AddToPlaylist
6086,snips-train-370,this artist should go onto my playlist called the piano bar,THIS ARTIST SHOULD GO ON TO MY PLAILIST CALLD THE PIAN O BAR,AddToPlaylist
6087,snips-train-3700,"I want to find a highly rated delicatessen in Childersburg , DE for one next February",I WANT TO FIND A HIGHLY RATED DELACRATESSON IN CHILDERSBURG DE FOR ONE NEXT FEBRUARY,BookRestaurant
6088,snips-train-3701,"I need a table at somewhere within walking distance of NV on november the 24th, 2027",I KNEED A TABLE AT SOMEWHERE WITHIN WALKING DISTANCE OF ENVY ON NOVEMBER TWENTY OURTH TWENTY TWENTY SEVEN,BookRestaurant
6089,snips-train-3702,I'd like a table for eight at a close-by place in Carpenterville,I'D LIKE A TABLE FOR IGHT AT A CLOSE BY PLACE IN CARPENTEVILLE,BookRestaurant
6090,snips-train-3703,Find a table for madge and tami at a faraway joint on Sterling St that serves chicken divan,FIND A TABLE FOR MAGEN TAMY AT A FAR AWAY JOINT ON STERLING STREET THAT SERVES CHICKEN DIVAN,BookRestaurant
6091,snips-train-3704,Book a restaurant this year in Pagosa Junction for a romanian stle cusine for a party of two,BOOK A RESTAURANT THIS YEAR IN PIGOSA JUNCTION OR A ROMANIAN SULQUIZINE FOR A PARTY OF TWO,BookRestaurant
6092,snips-train-3705,"I want to book a restaurant in Wallsburg , Missouri for michele, diann and pam",I WANT TO BOOK A RESTAURANT IN WOLESBURG MISSOURI FOR MICHEL DIANE IN PANE,BookRestaurant
6093,snips-train-3706,I want to dine in Luray,I WANT TO DINE IN LURRY,BookRestaurant
6094,snips-train-3707,book a spot for 8 in a cafeteria with german chocolate cake in Ecru New Mexico,BOOK A SPOT FOR EIGHT IN A CAFATERIA WITH GERMAN CHOCOLATE CAKE IN ACREONEU MEXICO,BookRestaurant
6095,snips-train-3708,Please reserve a table for five to get chicken fingers at a cafeteria in Mexico .,PLEASE RESERVE A TABLE OR FIVE TO GET CHICKEEN FINGERS AT A CAFATERIA IN MEXICO,BookRestaurant
6096,snips-train-3709,I need a table at The Ledbury at 18 o'clock,I KNEED A TABLE AT THE LEDBURY AT EIGHTEEN O'CLOCK,BookRestaurant
6097,snips-train-371,Add the name x forza e x amore to the playlist Musica Española 2017,ADD THE NAME EX FOSER E X AMORA TO THE PLAILIST MUSIQE CO ESPEGNIOLA TWENTY SEVENTEEN,AddToPlaylist
6098,snips-train-3710,I need a table right now for four in ME,I NEED A TABLE RIGHT NOW FOR FOUR IN ME,BookRestaurant
6099,snips-train-3711,Find a reservation at Fish Express,FIND A RESERVATION AT FISH EXPRESS,BookRestaurant
6100,snips-train-3712,I need a restaurant in Iowa for 0 o'clock,I NEED A RESTAURANT IN I WILLA PAZIRO A CLOCK,BookRestaurant
6101,snips-train-3713,Book The Mustard Seed in Turks and Caicos Islands for 9 people.,BOOK THE MUSTERED SEED IN TURKS AND CAKE SILENCE FOR NINE PEOPLE,BookRestaurant
6102,snips-train-3714,Book a table for 9 people for four pm in Johnson .,BOOK AT TABLE FOR NINE PEOPLE FOR FOUR P M IN JOHNSON,BookRestaurant
6103,snips-train-3715,Tell me the weather forecast for Murone Kōgen Prefectural Natural Park at elevenses,ELL ME THE WEATHER FORECAST FOR MURO AN COGAN PROFECTURAL NATURAL PARK AT ELEVENS IS,GetWeather
6104,snips-train-3716,Is it freezing on Jun. the 21st in Apshawa South Africa,IS IT FREEZING ON JUNE THE TWENTY FIRST IN AP SHAWA SOUTH AFRICA,GetWeather
6105,snips-train-3717,will it be getting warmer in Rainbow Falls Provincial Park,WILL IT BE GETTING WARMER IN RAINBOW FOALLS PROVINCIAL PARK,GetWeather
6106,snips-train-3718,what is the Gearhart forecast,WHAT IS THE GEAR HEART FORECAST,GetWeather
6107,snips-train-3719,What is the forecast for DE on 9/11/2035,WHAT IS THE FORECAST FORDE ON THE NINTH OF NOVEMBER TWENTY THIRTY FIVE,GetWeather
6108,snips-train-372,"""add kenneth c """"jethro"""" burns songs in my playlist soundscapes for gaming""",AD KANNETH SEE JETHROW BURN SONGS IN MY PLAYLIST SOUNDSCAPES FOR GAMING,AddToPlaylist
6109,snips-train-3720,What is the Wauseon forecast,WHAT IS THE WASION FORECAST,GetWeather
6110,snips-train-3721,Tell me the weather forecast for Douglas State Forest,TELL ME THE WEATHER FORECAST FOR DOUGLAS STATE FOREST,GetWeather
6111,snips-train-3722,Is it freezing close to DC ?,IS IT FREEZING CLOSE TO DISI,GetWeather
6112,snips-train-3723,Will it snowstorm in Long Lake National Wildlife Refuge,WILL ITS SNOW STORM IN LONG LAKE NATIONAL WILD LIFE REFUGE,GetWeather
6113,snips-train-3724,What will the weather be in Bernie ID ?,WHAT WILL THE WEATHER BE IN BURNEIDAHO,GetWeather
6114,snips-train-3725,What will the weather be here ?,WHAT WILL THE WEATHER BE HERE,GetWeather
6115,snips-train-3726,Will it be nice in Reager MP,WILL IT BE NICE ENRYAJA NORTHERN MARIANA ISLANDS,GetWeather
6116,snips-train-3727,what is the weather here,WHAT IS THE WEATHER HERE,GetWeather
6117,snips-train-3728,Is it cold in PW ?,IS IT COLD IN P W,GetWeather
6118,snips-train-3729,is there any fog warning in Dauset Trails Nature Center now,IS THERE ANY FOLG WARNING IN DORSET DRAL'S NATURE CENTERNOW,GetWeather
6119,snips-train-373,Add kylie minogue to my novedades viernes sudamérica playlist.,ADKAILI MINOGE TO MY NEVADADES VIENUS SUDAR MERICOPLALIST,AddToPlaylist
6120,snips-train-3730,How hot will it be in Wisconsin on august fourth ?,HOW HOT WILL IT BE IN WISCONSIN ON AUGUST FORTH,GetWeather
6121,snips-train-3731,"Will there be a blizzard here on dec. 26, 2027 ?",WILL THOU BE A BLIZZARD HERE ON DECEMBER TWENTY SIXTH TWENTY TWENTY SEVEN,GetWeather
6122,snips-train-3732,Will the weather in Falcon Heights call for rain ?,WILL THE WEATHER IN FULL CON HEITE'S COOL FRAIN,GetWeather
6123,snips-train-3733,What is the weather in Deeth,WHAT IS THE WEATHER IN DEETH,GetWeather
6124,snips-train-3734,what is the freezing forecast for British Virgin Islands,WHAT IS THE FREEZING FORECAST FOR BRITISH VIRGIN ISLANDS,GetWeather
6125,snips-train-3735,Will it get windy this week-end in Selva Jedediah Smith ?,WILL IT GET WINDY THIS WEEK HAND INSELF A JEDEDIRE SMITH,GetWeather
6126,snips-train-3736,"Is it supposed to be colder at lunch time in Schuyler , Venezuela ?",IS IT SUPPOSED TO BE COLDER AT LUNCH TIME IN SCYLER VENICE WALER,GetWeather
6127,snips-train-3737,What will the weather be at thirteen in NJ ?,WHAT WILL THE WEATHER BE AT THIRTEEN INANCHE,GetWeather
6128,snips-train-3738,What will it be like in six PM at the current place,WHAT WILL IT BE LIKE IN SIX P M AT THE CURRANT PLACE,GetWeather
6129,snips-train-3739,"How is the weather going to be this week in Roseau , IA .",HOW IS THE WEATHER GOING TO BE THIS WEEK IN ROSO AR,GetWeather
6130,snips-train-374,add steel guitar rag in acoustic covers the mash ups,AD STEEL G DARAGIN THE CUSTIC COVERS THE MASHOPS,AddToPlaylist
6131,snips-train-3740,Will it be overcast next summer not far from Redington Shores,WILL IT BE OVERCAST NEXT SOMER NOT FAR FROM REDDINGTON SHAWS,GetWeather
6132,snips-train-3741,Is it forecast to be hot in Greenland this winter ?,IS IT FORECAST TO BE HOT IN GREENLAND THIS WINTER,GetWeather
6133,snips-train-3742,What is the weather forecast for close-by Burkina,WHAT IS THE WEATHER FORECAST FOR CLOSE BYBERKINA,GetWeather
6134,snips-train-3743,I need a time of 21 minutes from now for here,I NEED A TIME OF TWENTY ONE MINUTES FROM NOW FOR HERE,GetWeather
6135,snips-train-3744,Is there a storm in the weather forecast for Baraga Oregon,IS THERE A STORM IN THE WEATHER FORECAST FOR BEGARE OREGON,GetWeather
6136,snips-train-3745,How much rainfall is there faraway from Douglass ?,HOW MUCH RAINFUL IS THERE FAR AWAY FROM DOUGLAS,GetWeather
6137,snips-train-3746,"Tell me the weather forecast for apr. twenty-fourth, 2028 in San Diego",TELL ME THE WEATHER FORECAST FOR APRIL TWENTY FOURTH TWENTY TWENTY EIGHTH ENSANDIEGO,GetWeather
6138,snips-train-3747,Is it overcast in Brazil in within walking distance,IS IT OVERCAST AND BREZIL AN WITHIN WALKING DISTANCE,GetWeather
6139,snips-train-3748,Weather for Notasulga at elevenses,WHETHER PHONOTUSALGERAT ELEVENS IS,GetWeather
6140,snips-train-3749,Let me know how the weather will be in Rainelle at night .,LET ME KNOW HOW THE WEATHER WILL BE IN RAINAL AT NIGHT,GetWeather
6141,snips-train-375,add kasey chambers to my political punks playlist,ADDCASY CHAMBERS TO MY POLITICAL PUNKS PLAYLIST,AddToPlaylist
6142,snips-train-3750,When will it be hot in Millvale,WHEN WILL IT BE HOT IN MELVALE,GetWeather
6143,snips-train-3751,What's the weather in South Hill,WHAT'S THE WEATHER IN SOUTH HILL,GetWeather
6144,snips-train-3752,What will the humidity be like on june eighteenth in my current location,WHAT WILL THE HUMIDITY BE LIKE ON JUNE EIGHTEENTH IN MY CURRENT LOCATION,GetWeather
6145,snips-train-3753,will it be cold in Carnot OR,WILL IT BE CALD IN CARNATORIGAN,GetWeather
6146,snips-train-3754,Does Wildorado have a hot temperature,DOES WILDRADO HAVE A HOT TEMPERATURE,GetWeather
6147,snips-train-3755,Is it going to be temperate in Farallon Islands now,IS IT GOING TO BE TEMPERATE IN FAIRELON ISLANDS NOW,GetWeather
6148,snips-train-3756,What will the weather be at Noon in Durbin OH ?,WHAT WILL THE WEATHER BE AT NOON IN TURBIN OHIE,GetWeather
6149,snips-train-3757,Will it be colder in Litchfield,WILL IT BE COLDER IN LYCHFIELD,GetWeather
6150,snips-train-3758,What will the weather be in Waverly City Brazil on Purple Heart Day ?,WHAT WILL THE WEATHER BE IN WAVERLEY CITY BRAZIL ON PURPLE HART DAY,GetWeather
6151,snips-train-3759,On jan. the twentieth what will it feel like in CT or the area not far from it,ON JANUARY TWENTIETH WHAT WE FEEL LIKE INSI TEA OR THE AREA NOT FAR FROM IT,GetWeather
6152,snips-train-376,add Heat of the Night to my Novedades Viernes Sudamérica playlist,ADD HE TO THE NIGHT TO MY NERVEDADES VIENES SUDAR MERICOPLALIST,AddToPlaylist
6153,snips-train-3760,Will there be a snowstorm at my current place ?,WILL THERE BE A SNOW STORM AT MY CURRENT PLACE,GetWeather
6154,snips-train-3761,what is the weather forecast for Maryland,WHAT IS THE WEATHER FORECAST FFOR MARY LAND,GetWeather
6155,snips-train-3762,What is the weather nearby Bermuda a week from now,WHAT IS THE WEATHER NEAR BY THE MUDLE A WEEK FROM NOW,GetWeather
6156,snips-train-3763,Will it get hotter far away in Afghanistan ?,WILL IT GET HOTTER FAR AWAY IN AFGANIS TAME,GetWeather
6157,snips-train-3764,What will the weather be like 20 minutes from now in Homestead Meadows in Martinique,WHAT WILL THE WEATHER BE LIKE TWENTY MINUTES FROM NOW IN HOMESTEAD MEADOWS IN MARTINIQUE,GetWeather
6158,snips-train-3765,"Is it going to be warmer in Cinnaminson , North Carolina at 0659 AM ?",IS IT GOING TO BE WARMER EN CINAMENSIN NORTH CAROLINA AT HOSIX FIVE NINE A M,GetWeather
6159,snips-train-3766,What will the humidity be in Beroun on aug. 26,WHAT WILL THE HUMIDITY BE IN BARUNON AUGUST TWENTY SIX,GetWeather
6160,snips-train-3767,Is it going to be freezing in Lolita ?,IS IT GOING TO BE FREEZING IN LELEDA,GetWeather
6161,snips-train-3768,What will the weather be like at my current spot on january the 19th,WHAT WILL THE WEATHER BE LIKE AT MY CURRENT SPOT ON JANUARY NINETEENTH,GetWeather
6162,snips-train-3769,Is there supposed to be snowfall at zero o'clock at Parc national Alerce Andino or anywhere distant,IS THERE SUPPOSED TO BE SNOW OUR LAT SIROO A CLOCK AT PARK NATIONAL ELERSANDINO OR ANYWHERE A DISTANT,GetWeather
6163,snips-train-377,Add artist to Latin Pop Hits,AD ARTIST TO LATIN POP HITS,AddToPlaylist
6164,snips-train-3770,What's the weather in Oregon,WHAT'S THE WEATHER INOREGON,GetWeather
6165,snips-train-3771,What is the weather forecast in Delaware,WHAT IS THE WEATHER FORECAST IN DELAWARE,GetWeather
6166,snips-train-3772,What is the weather now in James City ?,WHAT IS THE WEATHER NOW IN JAMES CITY,GetWeather
6167,snips-train-3773,I need a forecast for Zachary,I NEED A FORECAST FOR ZACHARY,GetWeather
6168,snips-train-3774,What's the weather in Germantown Hills,WHAT'S THE WEATHER IN GERMAN DOWN HILLS,GetWeather
6169,snips-train-3775,Is it cold ever in Farristown Tanzania,IS IT COLD EVER IN FAIREST TOWN TANZENIA,GetWeather
6170,snips-train-3776,what is the Currituck National Wildlife Refuge forecast for chilly conditions,WHAT IS THE CURITACH NATIONAL WILD LIFE REFUGE FORECAST FOR CHILLY CONDITIONS,GetWeather
6171,snips-train-3777,Will it be freezing close to my current location,WILL IT BE FREEZING CLOSE TO MY CURRENT LOCATION,GetWeather
6172,snips-train-3778,What's the weather in HI,WHAT'S THE WEATHER IN HIGH,GetWeather
6173,snips-train-3779,"whats the forecast for January 21, 2035 in Dubach",WHAT'S THE FORECAST FOR JANUARY TWENTY FIRST TWENTY THIRTY FIVE IN DUBAC,GetWeather
6174,snips-train-378,add this song by torch to my Sing Along playlist,AD THIS SONG BY TORCH TIM I SING ALONG PLAYLIST,AddToPlaylist
6175,snips-train-3780,Will it be hotter on oct. the 20th in Massachusetts,WILL IT BE HOTTER ON OCTOBER TWENTIETH IN MASSACHUSETTS,GetWeather
6176,snips-train-3781,Tell me if snow is in the forecast for Teterville,TELL ME IF SNOW IS IN THE FORECAST FOR TATIVILLE,GetWeather
6177,snips-train-3782,Is it warm in the current spot ?,IS IT WARM IN THE CURRANT SPOT,GetWeather
6178,snips-train-3783,What's the weather like in Forty Fort,WHAT'S THE WEATHER LIKE IN FORTY FOT,GetWeather
6179,snips-train-3784,Will it be temperate next wed. in Athol in the Federated States Of Micronesia,WILL IT BE TEMPERATE NEXT WED IN ATHEL IN THE FEDERATED STATES OF MICRONESIA,GetWeather
6180,snips-train-3785,Will there be a lot of sun in Dry Prong Somalia at 5 pm,WILL THERE BE A LOT OF SON IN DRYPRONG SAMALI AT FIVE P M,GetWeather
6181,snips-train-3786,what is the six o'clock forecast for West Selmont in Montserrat,WHAT IS THE SIX O'CLOCK FORECAST FOR WEST SAILMONT IN MONSERAT,GetWeather
6182,snips-train-3787,What will the weather be doing at midnight in Brazil ?,WHAT WILL THE WEATHER BE DOING AT MIDNIGHT AND BRESIL,GetWeather
6183,snips-train-3788,"What is the forecast for Dec. 1st, 2036 in Keeneland",WHAT IS THE FORECAST FOR DECEMBER FIRST TWENTY THIRTY SIX AND GEENLAND,GetWeather
6184,snips-train-3789,Is it overcast in South Carolina,IS IT OVERCAST IN SOUTH CAROLINA,GetWeather
6185,snips-train-379,add September to winter music,ADD SEPTEMBER TO WIN TO MUSIC,AddToPlaylist
6186,snips-train-3790,What's the weather like in Ojo AMarillo,WHAT'S THE WEATHER LIKE IN OJO AMARILLO,GetWeather
6187,snips-train-3791,Tell me the weather forecast faraway from TX,TELL ME THE WEATHER FORECAST FAR AWAY FROM D X,GetWeather
6188,snips-train-3792,Forecast for 0222 pm Maldives,FORECAST FORO TWO TWO TWO P M MAUL LIVES,GetWeather
6189,snips-train-3793,Is it foggy in Phinizy Swamp Nature Park ?,IS IT FOGGI IN FENISI SWAMP NATURE PARK,GetWeather
6190,snips-train-3794,What will the weather be like May the 10th in Rocky Boy WI,WHAT WILL THE WEATHER BE LIKE MAY THE TENTH IN ROCKY BOY WISCONSIN,GetWeather
6191,snips-train-3795,What's the weather in South Punta Gorda Heights,WHAT'S THE WEATHER IN SOUTH PANTIGUDA HIDES,GetWeather
6192,snips-train-3796,Weather for 9/3/2034 at Bridle Trails State Park,WHETHER FOR THE NINTH OF MARCH TWENTY THIRTY FOUR AT BRIDAL TRAIL STATE PARK,GetWeather
6193,snips-train-3797,forecast for Willits Christmas Island twenty three minutes from now,FORECAST FOR WILLET'S CHRISTMAS ISLAND TWENTY THREE MINUTES FROM NOW,GetWeather
6194,snips-train-3798,Is there any hail in Monterey Bay National Marine Sanctuary,IS THERE ANY HAIL IN MONTEREBE NATIONAL MARINE SANCTUARY,GetWeather
6195,snips-train-3799,"Will it be foggy in the same area of Parc provincial Kettle Lakes on february the thirteenth, 2018 ?",WILLIKBE FOGGI IN THE SAME MAREA OF PARK PROVINCIAL KETTLE LAKES ON FEBRUARY THIRTEENTH TWENTY EIGHTEEN,GetWeather
6196,snips-train-38,Can Super Turnt Up get added to my emotron playlist?,CEN SUPETERNED UP GET ADDED TO MY MEDRAN PLAILIST,AddToPlaylist
6197,snips-train-380,add Sirusho to the 50 Clásicos playlist,ADSERY SHOW TO THE IFTY CLASSICOUS PLAILIST,AddToPlaylist
6198,snips-train-3800,"Tell me the weather forecast for Lecanto , Georgia",TELL ME THE WORTHERFORECAST FILICANTO GUGIA,GetWeather
6199,snips-train-3801,What is forecast in Keyes Summit in New Mexico at 3 pm,WHAT IS ORECAST IN KEY SOMMIT IN NEW MEXICO AT THREE P M,GetWeather
6200,snips-train-3802,What's the weather in Niagara,WHAT'S THE WEATHER IN NIAGARA,GetWeather
6201,snips-train-3803,Will it be hotter in MD on apr. 10th ?,WILL IT BE HOTTER INAMDI ON APRIL TENTH,GetWeather
6202,snips-train-3804,"Is it cold in Breckenridge , Colorado ?",IS IT CALLED IN BRACKENRIDGE COLORADO,GetWeather
6203,snips-train-3805,Will it be hotter today in Holtwood,WILL IT BE HOTTER TO DAY IN HOLDWOOD,GetWeather
6204,snips-train-3806,Is it hot in Wind Ridge Guam,IS IT HOT AND WEND RIDGH GUAHM,GetWeather
6205,snips-train-3807,"Is it going to get chillier at 5 am in Trussville , Bosnia and Herzegovina ?",IS IT GOING TO GET CHILIA AT FIVE A M IN TRUTEVILLE BOSNIA AND HERTSEGOVINA,GetWeather
6206,snips-train-3808,"What is the weather forecast for june the third in Rileyville , CO",WHAT IS THE WEATHER FORECAST FOR JUNE THE THIRD IN RIOLEVILLE T O,GetWeather
6207,snips-train-3809,Will it be chilly around Oregonia in 9 months,WILL IT BE CHILLY AROUND ORAGONIA IN NINE MONTHS,GetWeather
6208,snips-train-381,add j p pickens to chill out playlist,ADD J P PICKINS TO CHILL OUT PLAYLIST,AddToPlaylist
6209,snips-train-3810,Is it supposed to gt colder in OR,IS IT SUPPOSED TO GITI COLDER ENORE,GetWeather
6210,snips-train-3811,Will it get chilly 1 minute from now in Carterville ?,WILL IT GET CHILLY ONE MINUTE FROM NOW AND CARTERVILLE,GetWeather
6211,snips-train-3812,what is the Afternoon forecast for Shannon and Pitcairn Islands,WHAT IS THE AFTERNOON FORECAST FOR SHANNON AND PIT CANISLANDS,GetWeather
6212,snips-train-3813,What will the weather be faraway from here 308 days from now,WHAT WILL THE WEATHER BE FAR AWAY FROM HERE THREE HUNDRED AND EIGHT DAYS FROM NOW,GetWeather
6213,snips-train-3814,"what is the weather forecast for WA on september 11, 2021",WHAT IS THE WEATHER FORECAST FOR W WA ON SEPTEMBER ELEVENTH TWENTY TWENTY ONE,GetWeather
6214,snips-train-3815,What's the weather forecast for here ?,WHAT'S THE WEATHER FORECAST FOR HERE,GetWeather
6215,snips-train-3816,Will it be overcast in 1 minute within walking distance of OH,WILL IT BE OVERCAST IN ONE MINUTE WITHIN WALKING DISTANCE OF O,GetWeather
6216,snips-train-3817,will the sun come out today in Houston,WILL THE SUN COME OUT TO DAY IN HUSTON,GetWeather
6217,snips-train-3818,What's the weather supposed to be like in Elmer City,WHAT'S THE WEATHER SUPPOSED TO BE LIKE IN ALMA CITY,GetWeather
6218,snips-train-3819,Will there be a fog here this week ?,WILL THERE BE A FOLK HERE THIS WEEK,GetWeather
6219,snips-train-382,Add Por una Cabeza to my playlist called this is new edition,AD POOR EUNUCH O BESER TO MY PLAY LIST COOLED THIS IS NEW EDITION,AddToPlaylist
6220,snips-train-3820,What is the expected weather forecast for Beckley ?,WHAT IS THE EXPECTED WEATHER FORECAST FOR BECKLEY,GetWeather
6221,snips-train-3821,is Maalaea has chillier weather,IS MY LEAR HAS CHILLY A WEATHER,GetWeather
6222,snips-train-3822,Will it be hotter next month in South Dakota ?,WILL IT BE HOTTER NEXT MONTH IN SOUTH TAGOTA,GetWeather
6223,snips-train-3823,Will it get cold in Nevada seven weeks and a half from now ?,WILL IT GET COLD IN NEVADO SEVEN WEEKS AN A HALF FROM NOW,GetWeather
6224,snips-train-3824,"What is the forecast for mar. 8th in Friesland , Tennessee",WHAT IS THE FORECAST FOR MARCH EIGHTH IN FRICHLAND TENNESSEE,GetWeather
6225,snips-train-3825,Is it going to hail in Niger,IS IT GOING TO HAIL IN NYGA,GetWeather
6226,snips-train-3826,"What's the forecast for Fort Payne , AMerican Samoa this march twentieth ?",WHAT'S THE FORECAST FOR FORT PAIN AMERICAN SIMOA THIS MARCH TWENTIETH,GetWeather
6227,snips-train-3827,What is the weather forecast in 13 seconds in Grand Traverse Bay Bottomland Preserve,WHAT IS THE WEATHER FORECAST IN THIRTEEN SECONDS IN GRAND TRAVERSE BAY BOTTOM LAND PRESERVE,GetWeather
6228,snips-train-3828,What's the weather looking like in Macy ?,WHAT'S THE WOTHER LOOKING LIKE AND MAYSEE,GetWeather
6229,snips-train-3829,what is the overcast forecast for Torrey Pines State Beach,WHAT IS THE OVERCAST FORECAST FOR TORY PINE STATE BEACH,GetWeather
6230,snips-train-383,add track to orgullo gay,AD TRACTOOGU YOBE,AddToPlaylist
6231,snips-train-3830,What's the forecast for MT next week ?,WHAT'S THE FORECAST FOR MOUNT NEXT WEEK,GetWeather
6232,snips-train-3831,What is the temperate in Beltsville,WHAT IS THE TEMPERATE IN BOLTSEVILLE,GetWeather
6233,snips-train-3832,What's the weather in New Beaver,WHAT'S THE WEATHER AND NEW BEAVER,GetWeather
6234,snips-train-3833,How will the weather be this Summer in New York ?,HOW WILL THE WEATHER BE THIS SUMMER IN NEW YORK,GetWeather
6235,snips-train-3834,What will the weather be in Catahoula National Wildlife Refuge ?,WHAT WILL THE WEATHER BE IN CATAHULINACHNA WILD LIFE REFUGE,GetWeather
6236,snips-train-3835,Give me a forecast for Carol City,GIVE ME A FORECAST FOR CAROL CITY,GetWeather
6237,snips-train-3836,What's the weather in Taiwan,WAT'S THE WEATHER INTI WAN,GetWeather
6238,snips-train-3837,how much hotter will it be here tomorrow,HOW MUCH HOT WILL IT BE HERE TO MORROW,GetWeather
