,train_index,train_sentence,russell_sentence,train_label
5918,snips-train-3549,Book a restaurant that serves vezione verro one second from now .,UKA RESTAURANT THAT SERVES BIT SEA ON VERA ONE SECOND FROM NOW,BookRestaurant
5919,snips-train-355,Add the avispa track to my Bass Gaming playlist.,AD THE EVICE PETRACTO MA BY SCANNING PLIOLIST,AddToPlaylist
5920,snips-train-3550,book a brasserie for one,ICEBRACERY FOR ONE,BookRestaurant
5921,snips-train-3551,I want to book the Clarke Cooke House in Uzbekistan,I ONCE A BOOK THE CLARK COOK HARSENAS BERKASTENE,BookRestaurant
5922,snips-train-3552,Book a northeastern brazilian restaurant for 10 am,OOKA NORTHEASTERN BRAZILIAN RESTAURANT FOR TERN A M,BookRestaurant
5923,snips-train-3553,I want to book a restaurant close-by my teenager's airbnb at 0055 am,I WANT TO BOOK A RESTAURANT CLOSE BY MY T ATURES M B IT ALL I FIVE FIVE A M,BookRestaurant
5924,snips-train-3554,I need a reservation for four at a restaurant,I NEED A RESERVATION FOR FOUR AT AR RESTAURANT,BookRestaurant
5925,snips-train-3555,book me a restaurant in Freshwater Bay for ava and I in Alaska,BOOK ME AE RESTAURANT IN FRESH WATER BYFA AVA AND LAINA LASCO,BookRestaurant
5926,snips-train-3556,Book a restaurant around Thompson,WO CA RESTAURANT AROUND THOMPSON,BookRestaurant
5927,snips-train-3557,Book a table at a bar in Argentina .,OKE TABLE AT A BAR IN ARGENTINO,BookRestaurant
5928,snips-train-3558,book a spot for 10 in the same area of Inwood - 207th St,BOOK A SPOT FOR TEN IN THE SAME AREA OF INWOOD TWO HUNDRED AND SEVENTH STREET,BookRestaurant
5929,snips-train-3559,Book a table for ten people at a restaurant which serves snack .,BORK A TABLE FOR TUN PEOPLE AT A RESTAURANT WHICH SERVE SNACK,BookRestaurant
5930,snips-train-356,put this album into becky's infinite indie folk playlist,PUT THIS SALBUM MINTOBACKI'S INFINITE IN THE FOG PLAALUST,AddToPlaylist
5931,snips-train-3560,I'm looking to book a spot at a restaurant in RI .,UNLOOKING TO BOOKA SPOT OF THE RESTAURANT EMARY,BookRestaurant
5932,snips-train-3561,book some indonesian food truck food that is not far for a party of 8 in IA,BOOK SOME INTERNATION FORD TROCHFORD THAT IS NOT AR FOR A PARTY OF ITENYAW,BookRestaurant
5933,snips-train-3562,I want to find a salami restaurant in Bastian IN,I WANT TO FIND A SALOMY RESTAURANT IN BESTIAN INDIANO,BookRestaurant
5934,snips-train-3563,book a spot for ten in MS,BORKER SPOT FOR TURNING THEIR MERSE,BookRestaurant
5935,snips-train-3564,I need a table for 2 on feb. 18 at Main Deli Steak House,I NEED A TABLE FOR TWO ON FEBRUARY EIGHTEENTH AT MAIN BILLY STAKE HOUSE,BookRestaurant
5936,snips-train-3565,book a restaurant in Macedonia for 13 hours from now,WULKA RESTAURANT IN MACODINIA FOR THIRTEEN HOURS FROM NEL,BookRestaurant
5937,snips-train-3566,I need a table for 6 to eat at nearby in Clinchco .,I NEED E TABLE FOR SIX TO EAT AT ME BY INCLINCHGIRL,BookRestaurant
5938,snips-train-3567,Book a table for 10 people at Dunbrody Country House Hotel in Strandburg .,BULKE TIBLE FOR TEN PEOPLE AT DONBARDI CONTRY HOUSE HOTEL AN STRANBUG,BookRestaurant
5939,snips-train-3568,I need a reservation for four at a bar,I NEED A RESERVATION FOR FORMAT OF BAR,BookRestaurant
5940,snips-train-3569,Find a reservation at a restaurant that serves gougère in Laneville with a party of nine,FIND A RESERVATION AT A RESTAURANT THAT SERVES GALANGE IN LANGVILLE WITH A PODY OF NON,BookRestaurant
5941,snips-train-357,add take it back to my Metal Party playlist,AND TAKE IT BACK TO MY MITTLE PATTY PLAALOST,AddToPlaylist
5942,snips-train-3570,"book a restaurant for me, valarie and caroline in 56 weeks in Soldier Pond",BUKA RESTAURANT FOMY VALERY AND CAROLINE IN FIFTY SIX WEEKS IN SOLDIER BORND,BookRestaurant
5943,snips-train-3571,"book Helianthushof in Hurffville , NJ",BOKE HELIAND THIS HOFF IN HERFVILLE AND J,BookRestaurant
5944,snips-train-3572,Need a table for sep. first in Haiti for a party of three,MEAT A TIBLE FOR SEPTEMBER FIRST IN HEIGHTY FOR A PARTY OF THREE,BookRestaurant
5945,snips-train-3573,Book a reservation for 4 at a bar serving corn relish,BOOKA RESERVATION FOR FOR ANTA BAR SERVING CORN RELISH,BookRestaurant
5946,snips-train-3574,I'd like to eat at Old Dutch in 15 seconds in Northern Mariana Islands,I'D LIKE TO EAT AT HOLD DUTCHEN FIFTEEN SECONDS IN NORTHERN MARIONNA ALLANDS,BookRestaurant
5947,snips-train-3575,Book a table for one at the Bear Hotel in Peru,OLCETIBE FOR ANE OF THE BERHARTALOMPEROM,BookRestaurant
5948,snips-train-3576,please book highly rated restaurant with food truck tuscan for me and adela in Hallam Indiana,PLEASE BULCARLEI WRITED RESTAURANT WITH FUD TROK TOSKINFULLY AND ADELA IN HALLENA PIANO,BookRestaurant
5949,snips-train-3577,Book a restaurant on san jacinto day in Anderson for me and my colleagues .,BOOKA RESTAURANT ON SAN JACINTO DIANAENDERSEN FOR ME AND MY COLLEAGUES,BookRestaurant
5950,snips-train-3578,Book an australian restaurant in Jacksboro three weeks from now for my step father and I .,BOKEN AUSTRALIAN RESTAURANT IN JACK SPARO THREE WEEKS FROM NOW FOR MY STEP FATHER AND I,BookRestaurant
5951,snips-train-3579,"Book reservations at a restaurant in New Zealand with tammi, beverly and alba",BOOK RESERVATIONS AT A RESTAURANT IN NEW ZEALAND WITH TAMMI BEVELE AND ALBA,BookRestaurant
5952,snips-train-358,Can you put freddie freeloader on the playlist instrumental madness,CAN YE PUT FREDDY FRILOTTA ON THE PLOLEST INSTRUMENTAL MADNESS,AddToPlaylist
5953,snips-train-3580,I need a table in Iron Gates in one minute at the Weathervane Restaurant,I KNEED A TABLE IN IRON GATES IN ONE MINUTE AT THE WETH THE VAIN RESTAURANT,BookRestaurant
5954,snips-train-3581,"Book a restaurant with a pool with alta, deborah and bertha in IA .",UCA RESTAURANT WITH A POOL WITALTA DEBRAH AND BERTHA IN YAR,BookRestaurant
5955,snips-train-3582,need a table at a highly rated south tyrolean joint,ME THE TIBLE AT A HOGLY RATED SOUTH TEROLEAN JOINS,BookRestaurant
5956,snips-train-3583,"Need a table for rita, antoinette and I",MEED A TIBLE FERITA ANTWEMET AND I,BookRestaurant
5957,snips-train-3584,I need a table for 4 in Pelland,I'M EED THE TIBLE FOR FOUR IN PELLEND,BookRestaurant
5958,snips-train-3585,Reserve a table for two for jun. 13th in a neighboring bistro which serves mongolian food in Northway .,RESERVE A TABLE FOR TWO FOR JAME THIRTEENTH IN A NEIGHBORING BEESTRA WHICH SERVES MONGOLLY AND FFOOD IN NORTH WAY,BookRestaurant
5959,snips-train-3586,Book a restaurant in the Maldives in one second .,UKA RESTAURANT IN THE MOL EAVES IN ONE SECOND,BookRestaurant
5960,snips-train-3587,Please make reservations in Yeager for seven am at a highly rated indian brasserie,PLEASE MY RESERVATIONS IN NIAGO FOR SEVEN I'M OUT OF HOLLY RITED INDIAN BRASSARY,BookRestaurant
5961,snips-train-3588,book a restaurant for nine on 16 hours from now,UCA RESTAURANT FOR NINE ON SIXTEEN HOURS FROM MELL,BookRestaurant
5962,snips-train-3589,"I need a table at Light Horse Tavern in City of the Dalles NH for kathleen, brianna and I",I MEET A TABLE AT LARD HORSE TAVERN IN CITY OF THE DELZEN H FOR CATHOLEN BRIENA AND I,BookRestaurant
5963,snips-train-359,want to add this Nick Mason tune to the Sylvia Plath playlist,WANT TO ADT THIS NEEK MICE AND CHINTO THE SILVI PLATHPLIALIST,AddToPlaylist
5964,snips-train-3590,I need to reserve a seat for one in SD at a brasserie restaurant .,I NEED TO RESERVE A SEAT FOR ONE IN MESTY AT A BRASSERY RESTAURANT,BookRestaurant
5965,snips-train-3591,book a spot for 4 at a restaurant in Shambaugh MD,BOLKAR SPORT FOR FOUR A  RESTAURANT AND SHAMBL MERRYLAND,BookRestaurant
5966,snips-train-3592,"book a restaurant in McMurray on august seventeenth for marjorie vasquez, edith and martina",BOOCA RESTAURANT IN MAC MURRAY ON AUGUST SEVENTEENTH FOR MARJORIE VASQUEZ EDITH AND MARTINO,BookRestaurant
5967,snips-train-3593,book a spot in MI,BUNCA SPORTING ME,BookRestaurant
5968,snips-train-3594,"on April the twenty-seventh, 2022 , I'd like to make reservations at a spanish diner .",ON APRIL THE TWENTY SEVENTH TWENTY TWENTY TWO I'D LIKE TO MAKE PRESERVATIONS AT A SPANISH DONNA,BookRestaurant
5969,snips-train-3595,I'd like to eat at the best restaurant in Coalton,I'D LIKE TO EAT AT THE BEST RESTAURANT IN CALTON,BookRestaurant
5970,snips-train-3596,"Make a reservation in a popular sicilian bar place nearby , for me only, tomorrow",MAKE A RESERVATION IN A POPULAR SICILY EN BOPLIZED NE BY FOMIONLI TOMORRAW,BookRestaurant
5971,snips-train-3597,Please book a restaurant for nine members on august 25 in DC,PLEASE BOOKA RESTAURANT PHENON MEMBERS ON AUGUST TWENTY FIFTH IN D C,BookRestaurant
5972,snips-train-3598,"I'm looking to get reservations for me, jillian and louella at a restaurant that is faraway from TX .",I'M LOOKING TO GIVE RESERVATIONS FOR ME GILIAN AND LOELLA AT A RESTAURANT THAT IS FAR AWAY FROM T X,BookRestaurant
5973,snips-train-3599,Book a reservation for seven people at a highly rated restaurant that serves moroccan food in East Greenville,BOOK A RESERVATION FOR SEVEN PEOPLE AT A HIGHLY RATED RESTAURANT THAT SERVES MAROCKEN FOOD IN THE EAST GRAINVILLE,BookRestaurant
5974,snips-train-36,Add Kevin Cadogan to the 80s Classic Hits list,ADD TEVEN KUDOGINTO THE IDES CROSSICUTES LIST,AddToPlaylist
5975,snips-train-360,Add fuzzy logic to latin dinner,AND FUZZY LOGIC TO LIGHTEN DIMMER,AddToPlaylist
5976,snips-train-3600,Book a pub that serves fries for 9 people.,BOKAPUB THAT SERVS FRISE FOR NINE PEOPLE,BookRestaurant
5977,snips-train-3601,I need a reservation for four at a restaurant in 1 hour and 1 second,I NEED A RESERVATION FOR FORT RESTAURANT IN ONE HOUR AND ONE SECOND,BookRestaurant
5978,snips-train-3602,food truck in Panama for five,FRUIT TRALKING PANAMAL FOR FIVE,BookRestaurant
5979,snips-train-3603,I'd like to eat in Montana on 10/22/2030,I'D LIKE TO EAT IN MONTANA ON THE TWENTY SECOND OF OCTOBER TWENTY THIRTY,BookRestaurant
5980,snips-train-3604,Book a restaurant in Donnelly,OCARRESTAURANT INDONNILLY,BookRestaurant
5981,snips-train-3605,book a spot for six friends,WOLKAS SPORT FOR SIX FRIENDS,BookRestaurant
5982,snips-train-3606,book a table for seven people at six at the restaurant,BOLKA TABLE FOR SEVEN PEOPLE AT SIX OF THE RESTAURANT,BookRestaurant
5983,snips-train-3607,I need to book a top-rated steakhouse this Autumn for 1 around Azerbaijan,I NEED TO BOOK A TOPERATED STAKE HOUSE THIS ORTUMN FOR ONE AROUND AZA BAJAN,BookRestaurant
5984,snips-train-3608,book a table at Anstruther Fish Bar in FM,BULKER TABLE A TIM STRUNG O FISH BY IN EPHREM,BookRestaurant
5985,snips-train-3609,"book in West Palm Beach for glenda, lois and tamra at a nearby restaurant serving puglia",BOOKIN WEST PALM BEACH FOR GLUNDE LONES AND TAMRA AT ANY OF OUR RESTAURANT SERVING PROOE,BookRestaurant
5986,snips-train-361,add david dallas to my latin dance cardio playlist,ADD DAVID DALUS TO MA LATIN DENCE CADIER PLAALUST,AddToPlaylist
5987,snips-train-3610,book a brasserie for 3,COBRACERY FITRI,BookRestaurant
5988,snips-train-3611,Book me seats for 6 at a restaurant in WV in one second,BOOK ME SEATS FOR SIXHIDE OF RESTAURANT IN UBLE W V IN ONE SECOND,BookRestaurant
5989,snips-train-3612,I'd like a table for Midday at The Unseen Bean,I LIKE A TABLE FROM MEDAY OF THE UNSEEN BEAM,BookRestaurant
5990,snips-train-3613,I'd like to eat at a popular diner,I'D LIKE TO EAT AT THE POPULAR DANA,BookRestaurant
5991,snips-train-3614,Get me a table for one at a popular brasserie,GIVE ME A TIBLE FOR ONE OUT OF POPULAR BRACERY,BookRestaurant
5992,snips-train-3615,Can you book me a table for 9 in DE ?,CAN YOU PUT ME A TIBLE PHENON INJE,BookRestaurant
5993,snips-train-3616,I'm looking to book a table at a gastropub that serves vegetarian for me and my team,I'M LOOKING TO BOOKE TIBLE AT A GASTERO PUB THAT SERVES VEGETARIAN FOR ME AND MY TAME,BookRestaurant
5994,snips-train-3617,Book me a reservation nearby my neighborhood,BOK ME A RESERVATION NER BY MY NEIGHBOURHOOD,BookRestaurant
5995,snips-train-3618,"Find me a bar in Eagle Pass , Vermont that serves noodle dishes, that will take reservations for 2/21/2021 .",FIND ME ABAR AN EAGLE PASS VERMONT THAT SERVES NEEDLE DISHES THAT WILL TAKE RESERVATIONS FOR THE TWENTY FIRST OF FEBRUARY TWENTY TWENTY ONE,BookRestaurant
5996,snips-train-3619,I need a restaurant that can seat 3 in Cochran that has wifi .,I NEED A RESTAURANT THAT CAN SEE THREE IN CULCRIN THAT HAS WI FILE,BookRestaurant
5997,snips-train-362,add artist brenda k starr to frescura indie,AD ART A SPRENDID CASE DAR TO FRESH CURE INDI,AddToPlaylist
5998,snips-train-3620,I'd like a table for 7 at ten pm at a cafeteria in AL that serves malaysian food,I'D LIKE A TABLE FOR SEVEN AT TEN P NATI CALFATERIA IN AL THAT SERVES MELATION FORD,BookRestaurant
5999,snips-train-3621,I need a table at a czech pub at seven,I'MEED THE TABLE AT A CHEQUE POBOUT SERVAM,BookRestaurant
6000,snips-train-3622,Book a restaurant for one in AL .,WO COULD RUSTROINTFUL WARE MELL,BookRestaurant
6001,snips-train-3623,Can I get some russian cuisine at a restaurant with shari and I ?,CAN I GET SOME RUSSIAN QUISINE AT A RESTAURANT WITH CHARY AND I,BookRestaurant
6002,snips-train-3624,I would like to book at Clinton Street Baking Company & Restaurant in Brookneal .,I WOULD LIKE TO BOOK AT CLINTON STREEVE BAKING COMPANY AND RESTAURANT IN BROOKMEAL,BookRestaurant
6003,snips-train-3625,Can you get seating for a group of 6 at twenty o'clock at a restaurant and spa faraway from Palmyra,CAN YOU GET SEATING FOR A GROUP OF SIX AT TWENTY ECLOLK AT A RESTAURANT AND SPA FAR AWAY FROM PALMARO,BookRestaurant
6004,snips-train-3626,book a brasserie for connie scott and madeline in Northern Mariana Islands in eleven hours,BOOK OF BRASERY FOR CONNEY SCOTT AND MADALAND IN NORTHERN MARIONNA ISLANDS IN ELEVEN OUS,BookRestaurant
6005,snips-train-3627,book a irish serving brasserie in AZ,BUCA IRISH SERVING BROSCERY INOUSE,BookRestaurant
6006,snips-train-3628,"book a table for one at Monty’s Hotel, Secunderabad",BULQETABY FOR ONE AT MONTEY'S HOTEL SECUN DE RABARDE,BookRestaurant
6007,snips-train-3629,I want to book a restaurant in the same area where I live in MA for ebony and yolanda .,I WANT TO BOOK A RESTAURANT IN THE SAME ARIA WHERE I LIVE IN EMI FOR EBONY AND IOLANDO,BookRestaurant
6008,snips-train-363,Add this artist to this is Rosana,ADD THIS ARTIST TO THIS IS ROSANNO,AddToPlaylist
6009,snips-train-3630,I need a table for six near the Russia bistro that has wifi,I MEED THE TABLE FOR SIX NEW THE RUSSIA BESTROY THAT  HAS WYE FINE,BookRestaurant
6010,snips-train-3631,"book a gastropub that serves pansette in Skaneateles , Pennsylvania",BOOKAGASTRARPUBLIC SERVES PANCIT IN SCANNIATLIS PENNSYLVANIA,BookRestaurant
6011,snips-train-3632,I want a table for 9 at the taverna pub,I WANT A TIBLE FOR NON AT THE TIVERNOPUB,BookRestaurant
6012,snips-train-3633,book a brasserie,ONCEBRACERY,BookRestaurant
6013,snips-train-3634,book a spot at Colony,UMCESPORTED COLOMNY,BookRestaurant
6014,snips-train-3635,Reserve a table at a restaurant with wifi in France,RESERVE A TABLE AT A RESTAURANT WITH WIFI IN FRANCE,BookRestaurant
6015,snips-train-3636,book a highly rated place for my momy and I for mughlai food at a restaurant,WOOKA HIGLY RATED PLACE FORMOMEMY AND I FAMILIAR LIE FOOD AT A RESTAURANT,BookRestaurant
6016,snips-train-3637,I want to book an indonesian food truck .,I WANT TO BOOK AN INDINATION FR TROCH,BookRestaurant
6017,snips-train-3638,I need to book a table for 4,I ME TO BOOK A TIBLE FOR FOURL,BookRestaurant
6018,snips-train-3639,"restaurant in Elberta for alma, deana and olga at 184920 that serves tsipouro",RESTAURANT IN EL BOTA FOR ALMA DIANA AND ALGA AT ONE HUNDRED AND EIGHTY FOUR THOUSAND NINE HUNDRED AND TWENTY GOOD SERVED SIPORTO,BookRestaurant
6019,snips-train-364,Play Elizeth Cardoso to my Nothing But A Party R&B playlist,PLA ELISICH CADOS I TO MIND NOTHING BUT THE PARTY A AND BE PLAALIST,AddToPlaylist
6020,snips-train-3640,Book me a table at a Tartinery Restaurant not far from my home in Elk Rapids .,BOOK ME AT TABLE I HAD TAUGHT IN A RERESTAURANT NOT FAR FROM MY HARMLIN EL ROPETS,BookRestaurant
6021,snips-train-3641,I need a restaurant now for a party of ten,I NEED A RESTAURANT NOW FOR A PODY OF TEN,BookRestaurant
6022,snips-train-3642,Find a reservation within walking distance of pauline's place for a party of 10 at fourteen o'clock at a restaurant that serves aioli,FIND A RESERVATION WITHIN WALKING DISTANCE OF POLEONS PLACE FOR A PARTY OF TEN AT FOURTEEN O CLOCK AT A RESTAURANT THAT SERVE SIOWY,BookRestaurant
6023,snips-train-3643,Book a restaurant in WI at 132234 for 9 people.,OLKA RESTAURANT IN WE ONE HUNDRED AND THIRTY TWO THOUSAND TWO HUNDRED AND THIRTY FOUR FOR NINE PEOPLE,BookRestaurant
6024,snips-train-3644,I need a reservation that has spanish rice at a cafeteria with ten people today,I NEED A RESERVATION THAT HAS SPANISH ROS AT A CALFITERIA WITH TEN PEOPLE TO DIE,BookRestaurant
6025,snips-train-3645,"book a restaurant for me, angela and mercedes in Cimarron City , Colorado",BUCA RESTAURANT FOME ANGELA AND MESSADES IN SIMERON CITY COLORADA,BookRestaurant
6026,snips-train-3646,i need to book a restaurant for five in Liberia at The Maisonette,I NEEDS A BOOK O RESTAURANT FOR FIVE IN LIBURIA AT THE MASONETTE,BookRestaurant
6027,snips-train-3647,Find and book me a taverna restaurant in Gilluly that serves lobster newberg,FIND IN BOOK MER TO VEARN A RESTAURANT INGULUALY THAT SERVES LOBS TO NEWBERG,BookRestaurant
6028,snips-train-3648,Book a table for two at a restaurant faraway from office in California .,UNCETIBL FOR TWO OF THE RESTAURANT FAR AWAY FROM OFFICE IN CALIFORNIA,BookRestaurant
6029,snips-train-3649,Lets eat now somewhere in Roach,BETS EE NOW SOMEWAY EMERCH,BookRestaurant
6030,snips-train-365,I want to add the Tim Smith album to my best of 2010's playlist,I WANT TO ADD THE TOMSMEITH ALBUM TO MY BEST OF TWO THOUSAND INTENTSE PLIALIST,AddToPlaylist
6031,snips-train-3650,I need a table for 4 in Florida,IM E THE TIMIN FOR FOREIGN FLORIDOR,BookRestaurant
6032,snips-train-3651,I want a table for me and my kids in Turkey at a neighboring restaurant,I WANT A TABLE FOR ME AND MY KIDS AND TURKEY AT A NEIGHBOURING RESTAURANT,BookRestaurant
6033,snips-train-3652,"book a spot for ten , tomorrow at a popular vegan restaurant that is close to Alabama",BORCA SPORTFETIM TO MORROW OUT A POPULAR VIGIN RESTAURANT THAT IS CLOSE TO ALABAMA,BookRestaurant
6034,snips-train-3653,book me a reservation at Rustic inn,BROKE ME A RESERVATION AT ROSTECIN,BookRestaurant
6035,snips-train-3654,Book a table for 2 at a restaurant in Follett,WOMCA TIBLE FOR TWO OF THE RESTAURANT HAD FOLLOWED,BookRestaurant
6036,snips-train-3655,Book a table for 6 in New Hampshire for next week .,BOLKE TIBLE FOR SIX IN NU HAMPSHILE FOR NEXT WEEK,BookRestaurant
6037,snips-train-3656,I want a table for 8 in Plain on Aug. 5,I WANT A TIBLE FOR IT IMPLAN ON AUGUST FIFTH,BookRestaurant
6038,snips-train-3657,"Please book reservations at a restaurant that serves empanada , party for three with betty and dolly .",PLAYS BOOK RESERVATIONS AT A RESTAURANT THAT SERVES AN PANADA PARTY FOR THREE WITH BETTY AND DOLLY,BookRestaurant
6039,snips-train-3658,book a table in UT at Kearney for 6,BORKE TABLE IN MUTI A CARMY FOR SIX,BookRestaurant
6040,snips-train-3659,"Book me a reservation at a burger joint close-by Choate on july 16th, 2022",BOOK MERE RESERVATION AT A BURGER JOIN CLOSE BY CHOTO ON JULY SIXTEEN TWENTY TWENTY TWO,BookRestaurant
6041,snips-train-366,I want to add a song by w c clark to my nerding around playlist,I WANT TO ADD A SONG BY DOUBLE U SEE CLARK TO MAR NOTING A ROUND PLIALIST,AddToPlaylist
6042,snips-train-3660,"Please book seating for one person at an indoor restaurant that serves breakfast in Nicholasville , Tennessee",PLEASE BOOKS SEATING FOR ONE PERSON AT AN INDOORRESTAURANT THAT SERVES BREAKFAST IN NICHOLASVILLE TENNESSEY,BookRestaurant
6043,snips-train-3661,book a spot at a coffeehouse in New York with wifi at 8 pm,BOKE SPOT AT A COFFEE HOUSE IN NEW YORK WITH WIRE FIRE AT EIGHT P M,BookRestaurant
6044,snips-train-3662,book a diner for 1 in Green Isle,BULKED ON A FULWONGIN GRAIN ALL,BookRestaurant
6045,snips-train-3663,Book a spot at a taverna for my cousin and I in Burundi,OOCE SPOTER TO VERNO FOR MY COUSIN AND I IN BRONNIE,BookRestaurant
6046,snips-train-3664,Book a reservation for City Tavern in Long Bridge,BOOKA RESERVATION FOR CITY TAVERN IN LONGBRIDGE,BookRestaurant
6047,snips-train-3665,Book spot for eight at bar that serves potée,OOKS SPOT FOR AIDED BARTHERED SERVES PROTE,BookRestaurant
6048,snips-train-3666,Book a restaurant for one person at three pm,WOOK A RESTAURANT FOR ONE PERSON AT THREE P M,BookRestaurant
6049,snips-train-3667,book a table for my step father and I,UNKERTAL ME FROM MY STEP FATHER AND I,BookRestaurant
6050,snips-train-3668,I'd like a table for two at a brasserie in São Tomé and Príncipe,I'D LIKE A TIBLE FOR TU ITO BRACERY IN SAUTOMAEN PRINCIPLE,BookRestaurant
6051,snips-train-3669,Need book a restaurant for this Autumn in Illinois,MEED BOOKO RESTAURANT FOR THE SULTER MI NILLINOIS,BookRestaurant
6052,snips-train-367,Can you put this track onto the playlist the selektor ?,CAN YOU PUT THIS TRACK ON TO THE PLIOLIS THE SELECTOR,AddToPlaylist
6053,snips-train-3670,"Book a table for 1 , 1 second from now in Adelaide",BOLKE TABLE FOR ONE ONE SECOND FROM NOW A NADELITE,BookRestaurant
6054,snips-train-3671,"I need a table for 1 at a highly rated restaurant next autumn in Emmons , RI",I NEED A TABLE FOR ONE OUT O HIGLY RATED RESTAURANT NEXT HARTEMINEMENS RI,BookRestaurant
6055,snips-train-3672,Book a restaurant in Gate City for 5 people.,BOOKA RESTAURANT IN GATE CITY FOR FIVE PEOPLE,BookRestaurant
6056,snips-train-3673,Book a restaurant in Darnell .,UKA RESTAURANT IN GONO,BookRestaurant
6057,snips-train-3674,"Book Childs Restaurants in Bruno for 1 person on October 6th, 2019 .",BOOK CHARLES RESTAURANTS IN BRUMO FOR ONE PERSON ON OCTOBER SIXTH TWENTY NINETEEN,BookRestaurant
6058,snips-train-3675,"therese, clara and I want to go to the Tennessee Ridge",TEREZ CLARA AND I WANT TO GO TO THE TENNESSEE RIDGE,BookRestaurant
6059,snips-train-3676,Lets go to the Rainforest Cafe that is in the same area as 135th St,LET'S GO TO THE REIN FOREST CAFA THAT IS IN THE SAME AREA AS ONE HUNDRED AND THIRTY FIFTH STREET,BookRestaurant
6060,snips-train-3677,I want to eat choucroute at a brasserie for 8,I WANT TO EAT SHINKROOT AT A BRASSERY FORIGHT,BookRestaurant
6061,snips-train-3678,Can you get me seating for a party of 5,CAN YE GIVE ME SEATING FOR A PODY OF FIVE,BookRestaurant
6062,snips-train-3679,book me a reservation at an oyster bar that serves crab cake for two people,OOK ME YOUR RESERVATION AT AN OYSTER BATHAT SERVES CRAB CAKE FOR TWO PEOPLE,BookRestaurant
6063,snips-train-368,add zombieland to Noctámbulo playlist,ADZOMBILANT TO NOCTAMBULOPLAALIST,AddToPlaylist
6064,snips-train-3680,Book a table for 8 at a restaurant that serves far breton .,BONKETABLE FROT OF RESTAURANT THAT SERVES FAR BRETOM,BookRestaurant
6065,snips-train-3681,Restaurant in Brokaw for a cuisine russian far restaurant,RESTAURANT INBERG HOLFURG WAS IN RUSS AND AR RESTAURANT,BookRestaurant
6066,snips-train-3682,Grab a table at a restaurant in Minnesota that serves ice cream cake,GROUB A TABLE AT A RESTAURANT IN MINA CITE THAT SERVES ICE CREAM CAKE,BookRestaurant
6067,snips-train-3683,book a restaurant in Puerto Rico,UCARESTAURANT AND PORTORICO,BookRestaurant
6068,snips-train-3684,book a restaurant in Lake Fenton for four,WOKA RESTAURANT IN LIGKT PHANTOM FORFALL,BookRestaurant
6069,snips-train-3685,Book a bar for 6 that has stuffed ham and isn't too faraway from Canarsie - Rockaway Parkway on bennington battle day .,BORKABA FOR SIX THAT HAS STOFFED HAMMED ISN'T TOO FAR AWAY FROM CANASSI ROCKAWAY PARK WAY ON BURNINGTON BATTLE DAY,BookRestaurant
6070,snips-train-3686,Book a restaurant for 5 people.,WHO CA RESTAURANT FOR FIVE PEOPLE,BookRestaurant
6071,snips-train-3687,Book a top-rated food court in GU .,MOR CROTEPERATED FRUD CORDIN DEN,BookRestaurant
6072,snips-train-3688,BOok a table for me and georgina at a pub in a spa,BORKE TABLE FOR ME AND GEORGINA AT A PABLIMO SPAR,BookRestaurant
6073,snips-train-3689,book a spot for 3 in MT,BULKAR SPORT FOR THREE AND MOUT,BookRestaurant
6074,snips-train-369,Add el choclo to my women of classical list,ADD TELL CHOKOY TO MY WOMEN OF CLASSIGALWIST,AddToPlaylist
6075,snips-train-3690,book a spot for two at a churrascaria that sells cupcake in Lumpkin Indiana now,BORKA SPOT FOR TWO OF THE TURIS CAREER THAT SELLS CUB CAKE IMAMKIN INDIANA HEL,BookRestaurant
6076,snips-train-3691,"book a spot for wilma, gay and I At The Gowanus Yacht Club in Montenegro",BOKA SPOT FOR WILMA JA AND I HAVE THE GAWANUST YACHT CLOBY MONTE NEGRO,BookRestaurant
6077,snips-train-3692,"I'm craving mac and cheese . Book a table at a Portland Mills , KS restaurant . I need it for one second from now",I'M CRAVING MACK AND CHEESE BULKA TABLE AT A PORTLAND MILLS CAY'S RESTAURANT I NEEDED FOR ONE SECOND FROM NOW,BookRestaurant
6078,snips-train-3693,book for seven at Cozy Dog Drive In,BOOK FOR SEVEN A COZY DOG DRIVE HIM,BookRestaurant
6079,snips-train-3694,in 1 second I need a restaurant in San Marino for 9,IN ONE SECOND I NEED A RESTAURANT IN SAN MORANA FENON,BookRestaurant
6080,snips-train-3695,Book me a reservation for 6 at a highly rated pub,BOOK MERE RESERVATION FOR SIX CET O HIGHLY RATED PUB,BookRestaurant
6081,snips-train-3696,Get me reservations for an indoor Honduras restaurant .,GEVE ME RESERVATIONS FOR AN INDOHENJUROUS RESTAURANT,BookRestaurant
6082,snips-train-3697,book me a taverna restaurant,BOOK ME ITS AVERNA RESTAURANT,BookRestaurant
6083,snips-train-3698,I'd like to eat at a top-rated restaurant in Turks and Caicos Islands,I'D LIKE TO EAT AT A TOPERATED RESTAURANT IN TURKS AND CACUS ALENS,BookRestaurant
6084,snips-train-3699,Book the CityZen for six people.,BOK THE CITIES AND FOR SIX PEOPLE,BookRestaurant
6085,snips-train-37,Put Kim Kibum in my the martin garrix show playlist.,PUT KIMKI BOM IN MA THE MOSS AND GARRAK'S SHOW PLIALIST,AddToPlaylist
