,train_index,train_sentence,ivy_sentence,train_label
4715,snips-train-2466,"I need to book a table at Bridge Round House in South Dakota for me, emily and gena",I NEED A BOOK A TABLE AT BRIDGE ROUND HOUSE IN SOUTH DAKODA FOR ME EMILY AND JENNA,BookRestaurant
4716,snips-train-2467,Book a restaurant in Bouchon for 1,BOOK A RESTAURANT AND BOUSHAN FOR ONE,BookRestaurant
4717,snips-train-2468,book a restaurant for three on feb. 18,BOOK A RESTAURANT FOR THREE ON FEBRUARY EIGHTEENTH,BookRestaurant
4718,snips-train-2469,I need a reservation at sunrise for melva and heidi at a local restaurant .,I NEED A RESERVATION AT SUN RISE FROM MELVA AND TIDY AT A LOCAL RESTAURANT,BookRestaurant
4719,snips-train-247,I need another tune in my legendary guitar solos playlist.,I NEED ANOTHER TUNE IN MY LEGEN DAIRY GITARSALO'S PLAOLIST,AddToPlaylist
4720,snips-train-2470,table for eight at The Berghoff in Sistersville in Jul.,TABLE ORIT AT THE BERGHOFF IN SISTERS VILL AN JULY,BookRestaurant
4721,snips-train-2471,Book a reservation for Can Fabes nearby Namibia,BOOK O RESERVATION FOR KINFABBUS NEAR BY AN AMEBIA,BookRestaurant
4722,snips-train-2472,Book me a reservation for Ad Hoc in Brazil for a party of 7,BOOKMA O RESERVATION FOR RADHAK AND BRAZIL FOR A PARTY OF SEVEN,BookRestaurant
4723,snips-train-2473,book a table for 2 in Gleed,BOOK A TABLE FOR TWO AND GLEED,BookRestaurant
4724,snips-train-2474,Locate the best pub in Apache Junction,LOCATE THE BEST PUB IN A PACHE JUNCTION,BookRestaurant
4725,snips-train-2475,Schedule the food truck to be at your place in the distant future.,SCHEDULE THE FOOD TROCK TO BE AT YOUR PLACE IN THE DISTANT FUTURE,BookRestaurant
4726,snips-train-2476,Need a table in Serbia and Montenegro on Apr. 16 for a party of seven,NEGO TABLE IN SERBIA AND MONTE NEGO ON APRIL SIXTEENTH FOR A PARTY OF SEVEN,BookRestaurant
4727,snips-train-2477,I would like to book a restaurant for 9 on Dec. 13,I WOULD LIKE TO BOOK A RESTAURANT FOR NINE ON DECEMBER THIRTEENTH,BookRestaurant
4728,snips-train-2478,"Book a food truck that serves tarte for tanisha, lorena and juliana .",BOOK OF FOOD TRUCK THAT SERVES TART FOR TANITIA LAURINA AND JULIANA,BookRestaurant
4729,snips-train-2479,I need a table at The Apple Pan for reva and bernadine,IN NEGO TABLE AT THE APPEWIL PAN FOR REVA AND BERNARDINE,BookRestaurant
4730,snips-train-248,Add Happy Holidays to my playlist called it's ok to like jazz,ADD HAPPY HOLIDAYS TO MY PLAILIST CALLED IT SOKATA LIKE JAS,AddToPlaylist
4731,snips-train-2480,Book a table for ten for breakfast in Minnesota .,BOOK A TABLE FOR TEN FOR BREAKFAST IN MINNESOTA,BookRestaurant
4732,snips-train-2481,me and my father in law want go eat gratin at a restaurant,ME AND MY FATHER IN LAW WANT GOECH GRODDEN AT A RESTAURANT,BookRestaurant
4733,snips-train-2482,book me a restaurant in Ware Shoals that serves russian tea cake,BOOK ME A RESTAURANT IN WEAR SHOALS THAT SERVES RUSSIAN TEA CAKE,BookRestaurant
4734,snips-train-2483,book a spot at a pub that has trottole for their meal,BOOK IS SPONATER PUP THAT HAS TROTTAL FOR THEIR MEAL,BookRestaurant
4735,snips-train-2484,Book a table for four around midnight in Saint Pierre and Miquelon .,BOOK A TABLE FOR FOUR AROUND MIDNIGHT AND SAINT PIERRE AND MICHALON,BookRestaurant
4736,snips-train-2485,"I want to book a spot at a bar in Henniker , North Dakota .",I WANT TO BOOK A SPOT AT A BAR IN HINNAKAR NORTH DAKOTA,BookRestaurant
4737,snips-train-2486,Book a party of 4 at Eddie’s Attic,BOOK A PARTY OF FORT ADARIZARIC,BookRestaurant
4738,snips-train-2487,I want reservations at a restaurant in Robert Lee for 210517 .,I WANT RESERVATIONS AT HER RESTAURANT IN ROBERT LEE FOR TWO HUNDRED TEN THOUSAND FIVE HUNDRED SEVENTEEN,BookRestaurant
4739,snips-train-2488,"On june 27, 2026 I'd like to go to a Delaware gastropub",ON JUNE TWENTY SEVENTH TWENTY TWENTY SIX I'D LIKE TO GO TO ADELAWARE GASTRA PUB,BookRestaurant
4740,snips-train-2489,I would like a cafeteria at 104151 am for seven,I WOULD LIKE A CALFATERIA AT ONE HUNDRED FOUR THOUSAND ONE HUNDRED FIFTY ONE EIGHT M FOR SEVEN,BookRestaurant
4741,snips-train-249,Add this track by Brian Welch to the spring music playlist,ADD THIS TRACK BY BRIAN WELCH TO THE SPRING MUSIC PLAOLIST,AddToPlaylist
4742,snips-train-2490,Book me a pizzeria that serves oreo for eight,BOOK MEO PETSRIA THAT SERVES OR EO FOR EIGHT,BookRestaurant
4743,snips-train-2491,"Make me a reservation at Illinois Central Railroad Freight Depot in Singapore with vickie rodriguez, lila reyes and ruby",MAKE ME A RESERVATION ANOLINOI CENTRAL RAILROAD FREIGHT DEPO AN SING A POR WITH VIKI RODRIGAS LYLARAAS AND RUBY,BookRestaurant
4744,snips-train-2492,book a spot for eight at a pub in New Mexico,BOOK IS SPOD FOR AID ATER PUB IN NEW MEXICO,BookRestaurant
4745,snips-train-2493,I really need a top-rated restaurant that can seat 3 people in 1 minute from now.,I REALLY NEED A TOP RAITED RESTAURANT THAT CONCEDE THREE PEOPLE IN ONE MINUTE FROM NOW,BookRestaurant
4746,snips-train-2494,I need a reservation for five at a top-rated english restaurant in Elma,I NEED A RESERVATION FOR FIVE AT A TOPERATED ENGLISH RRESTAURANT IN ELMA,BookRestaurant
4747,snips-train-2495,book a spot for seven at a bar with chicken french,BOOK A SPOT FOR SEVEN AUT A BARR WITH CHICKAN FRENCH,BookRestaurant
4748,snips-train-2496,book a spot for six on October fifth in Mineola,BOOK A SPOT FOR SIX ON OCTOBER FFIFTH IN MANIOLA,BookRestaurant
4749,snips-train-2497,book a spot at a highly rated pub in Woodston,BOOK I SPON ATE HIGHLY RATED PUB IN WOODSTON,BookRestaurant
4750,snips-train-2498,I need a table for four at ten PM . in Dodge Park,I NEED A TABLE FOR FOUR AT TEN P M IN DODGE PARK,BookRestaurant
4751,snips-train-2499,"Book a restaurant for marcella, erma and leanne rivera .",BOOK O RESTAURANT FOR MARCELLA ERMA ENLIANDRAVERA,BookRestaurant
4752,snips-train-25,add mike mogis onto my crate diggers anonymous playlist,AD MAC MOGIS ONTO MY CRAVO DIGGERS ANONYMOUS PLAOLIST,AddToPlaylist
4753,snips-train-250,Add Bronislau Kaper to the drive playlist.,AD BRANNUS LAW CAPER TO THE DRIVE PLAOLIST,AddToPlaylist
4754,snips-train-2500,"I would like reservations made for Masonville , Vermont nov. 7",I WOULD LIKE RESERVATIONS MADE FOR MASONVELLE VERMAND NOVEMBER SEVENTH,BookRestaurant
4755,snips-train-2501,Book a popular restaurant in New Jersey .,BOOK A POPULAR RESTAURANT IN NEW JERSEY,BookRestaurant
4756,snips-train-2502,Book a table for cherie and josephine in Indonesia,BOOK A TABLE FOR SHRIE AND JOSEPHINE AND ENDONESIA,BookRestaurant
4757,snips-train-2503,Asiate restaurant in Sturgeon for 7,AJA TE RESTAURANT IN STURGEON FOR SEVEN,BookRestaurant
4758,snips-train-2504,I need a table for 8 people at a restaurant in District Of Columbia .,I NEED A TABLE FOR AID PEOPLE AT A RESTAURANT AND DISTRICT OF COLUMBIA,BookRestaurant
4759,snips-train-2505,book a table at 043628 at the northeast indian restaurant,BOOK A TABLE AT O FOURTHIRTY SIX TWO EIGHT AT THE NORTHEAST INDIAN RESTAURANT,BookRestaurant
4760,snips-train-2506,party of two for a food truck on december 22 that serves chicken french in Bolivia,PARTY OF TWO FOR A FOOD TRUK ON DECEMBER TWENTY SECOND THAT SERVES CHICKEN FRENCH IN VOLIVIA,BookRestaurant
4761,snips-train-2507,I'd like to eat a restaurant in or nearby Pelahatchie at 12 o'clock,I'D LIKE TO EAT HER RESTAURANT AN OR NEAR BY PALAHATCHEE AT TWELVE O'CLOCK,BookRestaurant
4762,snips-train-2508,book close-by for 1 in South Dakota,BOOK CLOSE BY FOR ONE IN SOUTH DAKOTA,BookRestaurant
4763,snips-train-2509,I'd like a restaurant on 6/1/2027 for 5 people in Iowa City,I'D LIKE A RESTAURANT ON JUNE FIRST TWENTY TWENTY SEVEN FOR FIVE PEOPLE IN LIOWA CITY,BookRestaurant
4764,snips-train-251,put this album in my Fiesta section,PUT THIS ALBUM IN MY FIAS DESECTION,AddToPlaylist
4765,snips-train-2510,I need a reservation for The French Laundry in OH for six,I NEED A RESERVATION FOR THE FRENCH LAUNDARY IN O FOR SIX,BookRestaurant
4766,snips-train-2511,book a spot at a highly rated tavern in Colombia,BOOK IS SPOT AT A HIGHLY RATED TAVERN IN CUL UMBIA,BookRestaurant
4767,snips-train-2512,book a taverna for 10 for NY,BOOK AT THE VERNO FOR TEN FOR INOAI,BookRestaurant
4768,snips-train-2513,I would like to eat fast food and have a party of two in Kentucky .,I WOULD LIKE TO EAT FAST FOOD AND HAVE A PARTY OF TO IN KENTUCKY,BookRestaurant
4769,snips-train-2514,I need to book a table at The Star Inn that's within walking distance from my place in Ashland,I NEED TO BOOK A TABLE AT THIS STAR AND THAT'S WITHIN WALKING DISTANCE FROM MY PLACE IN MASHLAND,BookRestaurant
4770,snips-train-2515,rebekah taylor and marcie need reservations at The Clink in Senegal .,REBECCA TAYLOR AND MARCY NEEDD RESERVATIONS AT THE CLINK IN CYNEGAL,BookRestaurant
4771,snips-train-2516,Can you get a table at The Triple Door in District Of Columbia for me and deborah vasquez,CAN YOU GET A TABLE AT THE TRIPL DOOR IN DISTRICT OF COLUMBIL FOR ME AND DEBRAVASCAS,BookRestaurant
4772,snips-train-2517,Please reserve a spot at Ballachulish House .,PLEASE RESERVE A SPOT AT BALLAD COOLISH HOUSE,BookRestaurant
4773,snips-train-2518,restaurant that is brasserie for 8 and has wifi,RESTAURANT THAT IS BRASS AREE FOR EAT AND HAS WI FI,BookRestaurant
4774,snips-train-2519,I need to book a table for five at the Crooked House of Windsor .,I NEED TO BOOK A TABLE FOR FIVE AT THE CROOKED HOUSE OF WINDSOR,BookRestaurant
4775,snips-train-252,add this artist to Pop 2017 Picks,ADD THIS ARTIST TO POP TWENTY SEVENTEEN PICKS,AddToPlaylist
4776,snips-train-2520,I want a table for 3 at a restaurant,I WANT A TABLE FOR THREE AT A RESTAURANT,BookRestaurant
4777,snips-train-2521,book a restaurant for four in Trinidad and Tobago,BOOK A RESTAURANT FOR FOUR IN TRINADAD ANDERBAGO,BookRestaurant
4778,snips-train-2522,I need a popular moroccan cafeteria,I NEED A POPULAR MOROC IN CAVETERIA,BookRestaurant
4779,snips-train-2523,I need seats for five at a place five and a half months from now,I NEED SEATS FOR FIVE AT A PLACE FIVE AND A HALF MONTHS FROM NEL,BookRestaurant
4780,snips-train-2524,Book the best close-by bar in Union City .,BOOK THE BEST CLOSE BY BAR IN TH UNION CITY,BookRestaurant
4781,snips-train-2525,Book a table for six around yolanda's apartment .,BOOK A TABLE FOR SIX SURROUNDIN LANDAS APARTMENT,BookRestaurant
4782,snips-train-2526,Where is Chips in Crouch,WHERE IS CHIPS AND CROUCH,BookRestaurant
4783,snips-train-2527,I need a table for one,I NEED A TABLE FOR ONE,BookRestaurant
4784,snips-train-2528,I want to book a delicatessen serving testaroli in Somalia for 7/25/2027 .,I WANT TO BOOK A DELICATE TESSEN SERVING TEST ARLY INSIMALIA FOR JULY TWENTY FIFTH TWENTY TWENTY SEVEN,BookRestaurant
4785,snips-train-2529,Book a restaurant for a party of 7 in Paraguay on Saturday,BOOK A RESTAURANT FOR A PARTY OF SEVEN AND PARAGUAI ON SATURDAY,BookRestaurant
4786,snips-train-253,add album to Ultra Metal,ADD ALBUM TUELTRAMETAL,AddToPlaylist
4787,snips-train-2530,"I need to book a pool side bar , for 5 people 17 weeks from now , distant from here at Mountain Lakes .",I NEED TO BOOK A POOL SIDE BAR FOR FIVE PEOPLE SEVENTEEN WEEKS FROM NOW DISTANT FROM HERE AT MOUNTAIN LAKES,BookRestaurant
4788,snips-train-2531,book a spot at an indoor gastropub in NY,BOOK A SPOT AT AN ENDOR GASTERO PUBBIN ENWAY,BookRestaurant
4789,snips-train-2532,Book a restaurant in San Juan Capistrano for 6 people at ten am,BOOK A RESTAURANT AND SAN JUAN CAPISTRONO FOR SIX PEOPLE AT TINAM,BookRestaurant
4790,snips-train-2533,I need a party of 4 to get a table reserved at a pub with southeastern cuisine.,I NEED A PARTY AFOR TO GET A TABLE RESERVED AT A PUB WITH SOUTH EASTERN QUAZINE,BookRestaurant
4791,snips-train-2534,Book a table for 6 at a top-rated restaurant in North AMityville MA that serves south tyrolean food,BOOK A TABLE FOR SIX AT A TOPERATED RESTAURANT IN NORTHAMEDY VILLAIMADE THAT SERVE SOUTH TEROLEAN FOOD,BookRestaurant
4792,snips-train-2535,Book a restaurant in Three Points,BOOK A RESTAURANT IN THREE POINTS,BookRestaurant
4793,snips-train-2536,Book something at a highly rated and distant cafe in Kazakhstan for two on April 21,BOOK SOMETHING AT A HIGHLY RATED AND DISTANT CAFE IN CAUSICS TAM FOR TWO ON APRIL TWENTY FIRST,BookRestaurant
4794,snips-train-2537,I'd like a table for six in nine weeks at a restaurant in Tokelau,I'D LIKE A TABLE FOR SIX IN NINE WEEKS AT A RESTAURANT IN TOCALLAU,BookRestaurant
4795,snips-train-2538,I need a reservation for Cashel Palace Hotel in California for a party of 9,I NEED A RESERVATION FOR CASIAL PALACE HOTEL IN CALIFORNIA FOR A PARTY OF NINE,BookRestaurant
4796,snips-train-2539,I need to book a restaurant with a smoking room in AL,I NEED A BOOK A RESTAURANT WITH A SMOKING ROOM AN AL,BookRestaurant
4797,snips-train-254,Add song to my underground hits,AD SONG TO MY UNDERGROUND HEADS,AddToPlaylist
4798,snips-train-2540,reserve a spotat the food truck twelve weeks from now,RESERVE A SPOT TAT THE FOOD TRUCK TWELVE WEEKS FROM NOW,BookRestaurant
4799,snips-train-2541,Please get seating for me and my children,PLEASE GED SEETING FOR ME AND MY CHILDREN,BookRestaurant
4800,snips-train-2542,Get me a reservation for 1 somewhere in Spade at seventeen o'clock,GET ME A RESERVATION FOR ONE SOMEWHERE IN SPADE AT SEVENTEEN O'CLOCK,BookRestaurant
4801,snips-train-2543,table for two on Nov. fifteenth,TABLE FOR TWO ON NOVEMBER FIFTEENTH,BookRestaurant
4802,snips-train-2544,I'd like to eat at a restaurant with wifi,I'D LIKE TO EAT AT HER RESTAURANT WITH WIF I,BookRestaurant
4803,snips-train-2545,I'd like a table at a restaurant in KS in 5 hours from now,I'D LIKE A TABLE AT A RESTAURANT AN K S IN FIVE HOURS FROM NAL,BookRestaurant
4804,snips-train-2546,Reserve a table for one at a top-rated restaurant nearby that serves goiano for this month in MD,RESERVE A TABLE FOR ONE AT A TOPRAIDED RESTAURANT NEAR BY THAT SERVES GAYANA FOR THIS MONTH IN AM D,BookRestaurant
4805,snips-train-2547,Find me a table for two at seven somewhere in Australia,FIND ME TABLE FOR TWO AT SEVEN SOMEWHERE IN AUSTRALIA,BookRestaurant
4806,snips-train-2548,book a table for ten people at a restaurant that serves noodle,BOOK A TABLE FOR TIN PEOPLE AT A RESTAURANT THAT SERVES NOODLE,BookRestaurant
4807,snips-train-2549,I want to take me and my momy to eat in Flossmoor,I WANT TO TAKE ME AND MY MAMMI TO EAT IN FLOSSMOORE,BookRestaurant
4808,snips-train-255,Add another tune to my Trance Life playlist.,ADD ANOTHER TIN TO MY TRANSLIFE PLAOLIST,AddToPlaylist
4809,snips-train-2550,"Book a table at Dillard House in Exell , IA",BOOK A TABLE AT DILLARD HOUSE IN UXCELL YAW,BookRestaurant
4810,snips-train-2551,I need a table for five at Childs Restaurants in Brunei .,I NEED A TABLE FOR FIVE A CHILD'S RESTAURANTS IN BRUNAI,BookRestaurant
4811,snips-train-2552,book for one in Indiana at a restaurant,BOOK FOR ONE IN INDIANA AT A RESTAURANT,BookRestaurant
4812,snips-train-2553,reserve a table at Bear Hotel around Finsbury Park,RESERVE A TABLE AT BARE HOTEL AROUND FENSBURY PARK,BookRestaurant
4813,snips-train-2554,I would like to book the best southeastern brazilian food court,I WOULD LIKE TO BOOK THE BEST SOUTH EASTERN BRAZILIAN FOOD COURT,BookRestaurant
4814,snips-train-2555,Book a maharashtrian restaurant please.,BUKAMAHERASTRIAN RESTAURANT PLEASE,BookRestaurant
4815,snips-train-2556,book John Pearson Soda Works restaurant on 7/27/2036,BOOK JOHN PARRSON SED A WORKS RESTAURANT ON JULY TWENTY SEVEN TWENTY THIRTY SIX,BookRestaurant
4816,snips-train-2557,book me a diner close-by Benin that serves strolghino for eight people,BOOK ME A DINER CLOSE BY BENNING THAT SERVES STRALL GINO FOR EIGHT PEOPLE,BookRestaurant
4817,snips-train-2558,my great grandfather and I would like to get together at a taverna .,MY GREAT GRANDFATHER AND I WOULD LIKE TO GET TOGETHER AT ATIVERNA,BookRestaurant
4818,snips-train-2559,Book restaurant for party of 7 at a pub in Ford Heights,BOOK RESTAURANT FOR PARTY OF SEVEN AT A PUB IN FORT HEINDS,BookRestaurant
4819,snips-train-256,add Irish Heartbeat to my Trapeo playlist,ADD IRISH HARTBEAT TO MITRA PEOPLAOLIST,AddToPlaylist
4820,snips-train-2560,Book a table for six in a Togo restaurant,BOOK A TABLE FOR SIX IN A TOGO RESTAURANT,BookRestaurant
4821,snips-train-2561,Book a reservation for nine at an outdoor restaurant,BOOK OR RESERVATION FOR NINE  OUT DOOR RESTAURANT,BookRestaurant
4822,snips-train-2562,Book an indonesian brasserie for seven people the day after tomorrow in Hawaii .,BOOK AND INDINESIAN BRASSERE FOR SEVEN PEOPLE THE DAY AFTER TOMORROW AND HAWAI,BookRestaurant
4823,snips-train-2563,"Book a restaurant neighboring IL for me, rachelle and wilda .",BOOK O RESTAURANTS NEIGHBOURING EEL FOR ME RICHEL AND WILDE,BookRestaurant
4824,snips-train-2564,Book a table at an indoor restaurant now .,BOOK A TABLE AT AN INDOR RESTAURANT NOW,BookRestaurant
4825,snips-train-2565,Reserve me a table a bar that serves african food for thirteen o'clock for 1 in Moravian Falls .,RESERVE ME AT TABLE TE BAR THAT SERVES AFRICAN FOOD FOR THIRTEEN A CLOCK FOR ONE IN MARAVI AND FOLS,BookRestaurant
4826,snips-train-2566,Book a table for mamie and maria at a south tyrolean restaurant within walking distance from Fisk Av-69th St .,BOOK AT TABLE FOR MAMI AND MARIA AT A SOUTH SYROLIAN RESTAURANT WITHIN WALKING DISTANCE FROM FICHKAV SIXTY NINE THIRTEE,BookRestaurant
4827,snips-train-2567,I want to book a reservation within the same area of AMelia Court House for 4 .,I WANT TO BOOK OR RESERVATION WITHIN THE SAME AREA OF A MILLION COURT HOUSE OR FOUR,BookRestaurant
4828,snips-train-2568,Book a restaurant at Tennessee,BOOK A RESTAURANT AT TINNESSEE,BookRestaurant
4829,snips-train-2569,Find a table at a restaurant that serves corn relish in Venezuela,FIND A TABLE AT A RESTAURANT THAT SERVES CORN RELISH AND VENUS WEOLA,BookRestaurant
4830,snips-train-257,Add the album to the psychedelic rock playlist,ADD THE ALBUM TO THE SYCRODELIC ROC PLAOLIST,AddToPlaylist
4831,snips-train-2570,Book a party for 7 at a food court with potato salad in Alabama in eleven hours,BOOK A PARTY FOR SEVEN AT O FOOD COURT WITH POTATO SALAD AND ALABAMA IN ELEVEN HOURS,BookRestaurant
4832,snips-train-2571,I need a restaurant that can accommodate a party of ten in Avant .,I NEED A RESTAURANT THAT CAN ACCOMMODATE A PARTY OF TEN IN AVON,BookRestaurant
4833,snips-train-2572,book a table in Glennie for 1 in the Northern Mariana Islands,BOOK A TABLE IN GLINNEE FOR ONE IN THE NORTHERN MARIONA ISLANDS,BookRestaurant
4834,snips-train-2573,book a table for three at 0 am at a bar with wifi in Schuyler Lake,BOOK A TABLE FOR THREE AT ZERO A M ATOBAR WITH WIFIE AND SCYLE OR LAKE,BookRestaurant
4835,snips-train-2574,Book a reservation for 2 at a food truck with pool in New York,BOOK O RESERVATION FOR TWO AT A FOOD TRUCK WITH POOL IN NEW YORK,BookRestaurant
4836,snips-train-2575,I need a reservation for a highly rated goiano restaurant in AR,I NEED A RESERVATION FOR A HIGHLY RATED GAYONE RESTAURANT AN R,BookRestaurant
4837,snips-train-2576,book The Middle East restaurant in IN for noon,BOOK THE MIDDLE EAST STRESS STRANT IN INFOR NOON,BookRestaurant
4838,snips-train-2577,book a table in Connecticut in Robinette for one second from now,BOOK A TABLE AND CONNECTICUT AND ROBIN NET FOR ONE SECOND FROM NOW,BookRestaurant
4839,snips-train-2578,"I need to book a restaurant in Burkettsville in 2 years for rhoda adams, roxanne and I",I NEED TO BOOK O RESTAURANT IN BURKETS FILLE IN TWO YEARS FO RODA ADAMS ROCSAN AN DIE,BookRestaurant
4840,snips-train-2579,I need to go to a restaurant a safe distant from the United States,I NEED TO GO TO A RESTAURANT A SAFE DISTANT FROM THE UNITED STATES,BookRestaurant
4841,snips-train-258,Add keine grenzen to New Metal Tracks,ADD CINAGRINTS INTO NEW MADLE TRACKS,AddToPlaylist
4842,snips-train-2580,I need a reservation for a party of ten in Algeria .,I NEED A RESERVATION FOR A PARTY OF TEN IN ALGERIA,BookRestaurant
4843,snips-train-2581,Book me a reestaurant that is close in the country of Cocos Islands,BUGME ARES TURANT THAT IS CLOSE IN THE COUNTRY OF CO COS ISLANDS,BookRestaurant
4844,snips-train-2582,book me a top-rated pub,BOOK ME A TOP RATED PUB,BookRestaurant
4845,snips-train-2583,Book a popular bar in Chowchilla,BOOK A POPULAR BAR INCHAU CHELLA,BookRestaurant
4846,snips-train-2584,Book a nearby northeast indian restaurant in North Carolina for ten people at six am .,BOOKUNER BY NORTHEAST INDIAN RESTAURANT IN NORTH CAROLINA FOR TEN PEOPLE AT SIX AM,BookRestaurant
4847,snips-train-2585,book a spot for seven in 8 seconds from now,BOOK A SPOT FOR SEVEN AN NADE SECONDS FROM NOW,BookRestaurant
4848,snips-train-2586,"Book something for darlene, tessa and maxine at a restaurant for 095827",BOOK SOMETHING FOR DARTELINE TESSA AND MAXINE AT HER RESTAURANT FOR OWN NINE FIVE EIGHT TO SEVEN,BookRestaurant
4849,snips-train-2587,I want to book a tea house for 4 that serves madeleine,I WANT TO BOOK A TEA HOUSE FOR FOUR THAT SERVES MADALINE,BookRestaurant
4850,snips-train-2588,Book a popular restaurant for two which is distant from Avalon .,BOOK A POPULAR RESTAURANT FOR TWO WHICH IS DISTANT FROM AVALAN,BookRestaurant
4851,snips-train-2589,book a table for chasity and I in Vanuatu,BOOK A TABLE FOR CHASTITY AND I IN VANU AUTO,BookRestaurant
4852,snips-train-259,add this Eric Weissberg song to my Dance Workout,ADD THIS ERICUEISBURG SONG TO MY DENSE WERCOUNT,AddToPlaylist
4853,snips-train-2590,I need to book a restaurant that has wifi far from TX for me and my parents,I NEED TO BOOK A RESTAURANT THAT HAS WIFE I FAR FROM TEA EX FOR ME AND MY PARENTS,BookRestaurant
4854,snips-train-2591,Need to book a table downtown within walking distance of me at J.G. Melon,NEADT BOOK AT TABLE DOWN TOWN WITHIN WALKING DISTANCE OF ME AT J G MELON,BookRestaurant
4855,snips-train-2592,Book a restaurant in Switzerland for 3 .,BOOK A RESTAURANT IN SWITZERLAND FOR THREE,BookRestaurant
4856,snips-train-2593,Book a spot for seven at a japanese joint in Grandview Heights,BOOK A SPOT FOR SEVEN AT A JAPANESE JOINT AND GRAND VIEW HIGHTS,BookRestaurant
4857,snips-train-2594,book a spot at a crab restaurant,BOOK IS SPON OUT A CRAB RESTAURANT,BookRestaurant
4858,snips-train-2595,book a restaurant within the same area as Saratoga Av,BOOK A RESTAURANT WITHIN THE SAME MARIA AS SARA TOGOF,BookRestaurant
4859,snips-train-2596,I need a table at Eddie’s Attic in Nevada for one,I NEED A TABLE AT ERIS ATUC INNERVADA FOR ONE,BookRestaurant
4860,snips-train-2597,I want to eat at the bar Saint Vincent and the Grenadines at thursday for five people,I WANT TO EAT AT THE BARSAINT VINCENT AND THE GRENADINES A THURSDAY FOR FIVE PEOPLE,BookRestaurant
4861,snips-train-2598,book a Kuwait place at seven am at The Middle East,BOOK A COUWAD PLACE AT SEVEN EM THE MIDDLE EAST,BookRestaurant
4862,snips-train-2599,"book a spot for me, tiffany and sondra at a top-rated restaurant in MS with udupi",BOOK A SPOT FOR ME TIPHANE AND SANDRA AT T TOP RALED RESTAURANT IN EMMAS WITH UDUPI,BookRestaurant
4863,snips-train-26,Add Jon McLaughlin to my forever country playlist.,ADD JOHN MC CLOCK LIN TO MY FOREVER COUNTRY PLAYALIST,AddToPlaylist
4864,snips-train-260,go ahead and add blowfly to my This Is Schubert list,GO AHEAD AND ADD BLOW FLY TO MY THIS ISCHUEBIRD LIST,AddToPlaylist
4865,snips-train-2600,Book a bakery at zero o'clock for 5 people.,BOOK ABAKERY AT ZERO A CLOCK FOR FIVE PEOPLE,BookRestaurant
4866,snips-train-2601,book me top-rated restaurant for 9 members for midnight at Fair Bluff RI,BOOKME TOP RAIDED RESTAURANT FOR NINE MEMBERS OR MIDNIGHT AT FEIRE BLA FRI,BookRestaurant
4867,snips-train-2602,Book a reservation for restaurant in Texas,BOOK O RESERVATION FOR RESTAURANT AND TEXAS,BookRestaurant
4868,snips-train-2603,Get me reservations for seven at a restaurant in PW that serves tourte .,GIVE ME RESERVATIONS FOR SEVEN AT A RESTAURANT AND P W THAT SERVES TURTEY,BookRestaurant
4869,snips-train-2604,"book a spot for marci, marylou and amelia far from North Korea",BOOK A SPOT FOR MARCY MARY LUENOMELIA FAR FROM NORTH CAREA,BookRestaurant
4870,snips-train-2605,Book a table for three at a restaurant in Louisiana,BOOK A TABLE FOR THREE AT A RESTAURANT AND LOUISIANA,BookRestaurant
4871,snips-train-2606,I want to book a restaurant for four people in Eminence .,I WANT TO BOOK A RESTAURANT FOR FOUR PEOPLE IN IMMINENCE,BookRestaurant
4872,snips-train-2607,I'd like to eat at a restaurant one minute from now that's highly rated,I'D LIKE TO EAT AT HER RESTAURANT ONE MINUTE FROM NOW THAT'S HIGHLY RATED,BookRestaurant
4873,snips-train-2608,In eight years and a half from now I'd like a reservation at a top-rated bar,IN EIGHT YEARS AND A HALF FROM NOW I'D LIKE A RESERVATION AT A TOPERATED BAR,BookRestaurant
4874,snips-train-2609,book me a bar that has chicken fried bacon in Vermont,BOOK ME A BAR THAT HAS CHICKEN FRIED BACON AND VERMONDES,BookRestaurant
4875,snips-train-261,add Curious corn to Wild & Free Workout,ADD CURIOUS CORN TO WILD AND FREE WOR COUNT,AddToPlaylist
4876,snips-train-2610,Can you get seating for 1 person at a cafeteria in Pauls Crossroads,CAN YOU GET SEATING FOR ONE PERSON AT A CAFATERIA IN PAUL'S CROSS ROADS,BookRestaurant
4877,snips-train-2611,Book a reservation for seven people at a bar in Kentucky,BOOK O RESERVATION FOR SEVEN PEOPLE AT ABAR IN KENTUCKY,BookRestaurant
4878,snips-train-2612,I'd like seats for five at a place in Verden right now,I'D LIKE SEATS FOR FIVE AT A PLACE IN VERDIN RIGHT NOW,BookRestaurant
4879,snips-train-2613,Book a CO table at Windows on the World,BOOK A SEO TABLE AT WINDOWS ON THE WORLD,BookRestaurant
4880,snips-train-2614,Need a resevation for a cafeteria stle restaraunt in the country of Liberia for a party of 10,NEED A RESERVATION FOR A CATHLE TERIUSRIS HARRONT IN THE COUNTRY OF LIBARIA FOR A PARTY OF TEN,BookRestaurant
4881,snips-train-2615,Book me a table for 4 in a restaurant in United Kingdom .,BOOK ME A TABLE FOR FOUR INNER RESTAURANT AND UNITED KINGDOM,BookRestaurant
4882,snips-train-2616,book a spot for 7 at an outdoor food court in Denmark,BOOK A SPOT FOR SEVEN  OUTDOOR FOOD COURT IN DINMARK,BookRestaurant
