,train_index,train_sentence,nicole_sentence,train_label
5322,snips-train-3011,Book a reservation for 4 people at a restaurant within the same area as my step daughter's position,BOOK A RESERVATION FOR FOUR PEOPLE AT A RESTAURANT WITHIN THE SAME AREA AS MY STEPDAUGHTER'S POSITION,BookRestaurant
5323,snips-train-3012,Book a bar in Holtville ND for 7 people.,BOOK ABARRIN HALTBILE NORTSACOTI FOR SEVEN PEOPLE,BookRestaurant
5324,snips-train-3013,Book me a tibetan restaurant for my boss and I .,BOUK MEO TABESIN RESTAURANT FOR MY BOS IN EYE,BookRestaurant
5325,snips-train-3014,"I need a reservation for a party of three , maybe a gastropub that sells steak .",I NEED A RESERVATION FOR A PARTY OF THREE MAYBE A GASTRO PUBLET CELL STAKE,BookRestaurant
5326,snips-train-3015,book a spot for one,OGA SPOT FOR ONE,BookRestaurant
5327,snips-train-3016,book a table at one o'clock at a bar that has parking,BOK A TABLE AT ONE O'CLOCK AT A BAR THAT HAS PARKING,BookRestaurant
5328,snips-train-3017,Book a neighboring coffeehouse with internet in Shingleton .,BOOK A NEIGHBOURING COFFEE HOUSE WITH INTINATE INSHINGLTON,BookRestaurant
5329,snips-train-3018,Book a restaurant for 9 people.,BOOK O RESTAURANT FOR NINE PAPLE,BookRestaurant
5330,snips-train-3019,I'd like to reserve a table at a pub that serves andouillettes within the same area in San Marino .,I'D LIKE TO RESERVE A TABLE AT A PUB THET SERVES ANDUILETS WITHIN THE SAME AREA IN SAN MORINO,BookRestaurant
5331,snips-train-302,add gabrial mcnair to my Love In Paris list,ADD GABRIEL MIGNA TO MY LOV IN PARIS LEAST,AddToPlaylist
5332,snips-train-3020,book a stracciatella provider coffeehouse for 10,BOKASTRAD CHEER TELLA PROVIDE COFFEE HOUSE FOR TEN,BookRestaurant
5333,snips-train-3021,I need a cambodian brasserie restaurant that is top-rated,I NADE A CAMPODIAN BRASSERY RESTAURANT THAT IS TOPERATED,BookRestaurant
5334,snips-train-3022,book a brasserie with a pool within the same area as my neighborhood for 5 people at 1926,BOOL CABRASARY WITH APOOL WITHIN THE SAME AREA AS MY NEIGHBOURHOOD FOR FIVE PEOPLE AT NINETEEN TWENTY SIX,BookRestaurant
5335,snips-train-3023,"Please make a restaurant reservation for somewhere in Mondovi , Connecticut .",PLEASE MAKE A RESTAURANT RESERVATION FOR SOMEWEARIN MONDOVIE CANNICTIGUT,BookRestaurant
5336,snips-train-3024,book in South Dakota for lobster newberg at a pub,BUL KING SOUTH DECOTE FOR LOBSTER NEBURG GADAPUB,BookRestaurant
5337,snips-train-3025,I want to book an indoor brasserie within walking distance in ME .,I WANT TO BOOKIN INTO A BRASERY WITHIN WOLKING DISTANCE IN ME,BookRestaurant
5338,snips-train-3026,Please make reservations for a bar close-by in Lake Alfred .,PLEASE MAKE RESERVATIONS FOR A BAR CLOSE BY IN LAKE HELFRED,BookRestaurant
5339,snips-train-3027,Book a restaurant for nine in South Sudan .,BUKA RESTAURANT FE NANIIN SOUTH SOUDAN,BookRestaurant
5340,snips-train-3028,I need a table for five in Viroqua,I NEED A TABLE FOR FIVE INVIROQUEN,BookRestaurant
5341,snips-train-3029,I want to book a pub in Juniper for 8 that serves bûche de noël,I WANT A BOOK ABOUT BING JUNABO FOR EIGHT THAT SERVES BEEC TE NOEL,BookRestaurant
5342,snips-train-303,add tapper zukie to the all out 00s playlist,ADD TAPUSIKI TO THE ALL OUT NOTICE PLAINLEST,AddToPlaylist
5343,snips-train-3030,i want to eat a highly rated breakfast restaurant,I WANT TO EAT A HIGHLY RATED BREAKFAST RESTAURANT,BookRestaurant
5344,snips-train-3031,I want to eat close to Bowlegs seven years from now,I WANT TO EAT CLOSE TO BOLEGS SEVEN YEARS FROM NOW,BookRestaurant
5345,snips-train-3032,Book reservations at a tea house in Lodi with my granddaughter and I,BOOK RESERVATIONS AT A TEA HOUSE IN LODY WITH MY GRANDDAUGHTER AND I,BookRestaurant
5346,snips-train-3033,Book a restaurant in Michigan for 4 people.,BOOK A RESTAURANT IN MICHIGAN FOR FOUR PEOPLE,BookRestaurant
5347,snips-train-3034,Make me a reservation for a party of eight in Ledoux,MAKE ME A RESERVATION FOR A PARTY OF AITING LADIEU,BookRestaurant
5348,snips-train-3035,I want to book a restaurant within walking distance of my neighborhood .,I WANT TO BOOK A RESTAURANT WITHIN WALKING DISTANCE OF MY NEIGHBOURHOOD,BookRestaurant
5349,snips-train-3036,Reserve a table for 7 at a cafeteria in Lafe city .,RESERVE A TABLE FOR SEVEN AT A CALFATERIA IN LAY CITY,BookRestaurant
5350,snips-train-3037,Can you make reservations for two people somewhere distant from Sutphin Blvd,CAN YOU MAKE RESERVATIONS FOR TWO PEOPLE SOMEWHERE DISTANT FROM SUTFON BOULEVARD,BookRestaurant
5351,snips-train-3038,I'd like to eat in 1 minute at a neighboring neighborhood restaurant,I'D LIKE TO EAT IN ONE MINIT AT A NEIGHBORING NEIGHBORHOOD RESTAURANT,BookRestaurant
5352,snips-train-3039,Book the best eastern european restaurant for 5 people at two o'clock in Cohocton WY .,BOOK THE BEST TASTE IN EUROPEAN RESTAURANT FOR FIVE PEOPLE AT TWO O'CLOCKIN GOHOCHTEN WIREMING,BookRestaurant
5353,snips-train-304,add Kisaki to Family Road Trip playlist,ADKISACHITA FAMILY ROADTRU PLAINLIST,AddToPlaylist
5354,snips-train-3040,I need to book a restaurant for seven people at elevenses Seafood restaurant,I MADE TO BOOK A RESTAURANT FOR SEVEN POPLE AT ELEVINS AS SEAFEED RESTAURANT,BookRestaurant
5355,snips-train-3041,I want to book a restaurant in Botswana for four people.,I WANT TO BOOK A RESTAURANT IN BOTSOAN O TE FOUR PEOPLE,BookRestaurant
5356,snips-train-3042,I need to book a restaurant for eight nearby Limerick one year from now that serves jerky,I NEED O BOOK A RESTAURANT FOR EIGHT NE BY LIMERIC ONE YEAR FROM NOW THAT SERVES JERKEY,BookRestaurant
5357,snips-train-3043,I want to book a restaurant with creamed eggs on toast on Kansas Day within walking distance of British Indian Ocean Territory,I WANT TO BOOK A RESTAURANT WITH CREAMED EGGS ON TOAST ON KANZAS DAY WITHIN WALKING DISTANCE OF BRITISH INDIAN OCEAN TERRITORY,BookRestaurant
5358,snips-train-3044,Book a table at a faraway brasserie in NJ .,BOOK A TABLE ANT O FAR AWAY BRASSERY IN M J,BookRestaurant
5359,snips-train-3045,Book a hawaiian diner in South Carolina not far away in 1 second from now .,BUKAHUWAI AND DINA IN SOUTH CAROLINA NOT FAR AWAY IN ONE SECOND FROM NOW,BookRestaurant
5360,snips-train-3046,book a spot for six at a restaurant that serves fish and chips,BUCOSPOT FOSEEKS TAT A RESTAURANT THAT SERVES FESHIN CHIPS,BookRestaurant
5361,snips-train-3047,Book a restaurant reservation for my gf and I within walking distance of sondra's university,BOOK A RESTAURANT RESERVATION FOR MY G F AND I WITHIN WALKING DISTANCE OF SAUNDRA'S UNIVERSITY,BookRestaurant
5362,snips-train-3048,Book a restaurant for ten in Exmore at sunset,BUKE RESTAURANT FITENUNEX MORE AT SUNSET,BookRestaurant
5363,snips-train-3049,Book a reservation for bettye and lakeisha jimenez at a bar,BOUKA RESERVATION FOR BETTY AND LACATI HIM IN EZZADABAR,BookRestaurant
5364,snips-train-305,add track to my Gold Edition playlist,ADD TRACK TO MICHOD A DECIAN PLAINLIST,AddToPlaylist
5365,snips-train-3050,Book The Electric Banana in Ewen for crystal and brittney .,BOOC DHE ALECTRIC BENANA IN EWIN THE CRYSTAL AND BRITANY,BookRestaurant
5366,snips-train-3051,Book me a popular restaurant reservation at a brazilian delicatessen,BOOK MERE POPULAR RESTAURANT RESERVATION AT A BRAZILIAN DELICATESSAN,BookRestaurant
5367,snips-train-3052,book a restaurant close to Grant Av,BULKER RESTAURANT CLOSE TO GRANTA,BookRestaurant
5368,snips-train-3053,I want to eat mezes at the pub for 1 at four PM,I WANT TO EAT MEZZE SAID THE PUP FOR ONE AT FOUR P M,BookRestaurant
5369,snips-train-3054,"Book a table for my great grandfather and I at a place in Booker , AK .",BOK A TABLE FOR MY GREAT GRANDFATHER AND IATTE PLACE IN BOOKHA AC,BookRestaurant
5370,snips-train-3055,"Book reservations for ava gonzales, raquel brown and I on Jul. 6, 2040 in Hainesville at a restaurant",BOOK RESERVATIONS FOR AVEGON ZALES RAKELBROUN AND I OL JULY SIX TWENTY FORTY IN HANES THE LATTER RESTAURANT,BookRestaurant
5371,snips-train-3056,book in Vermont at The Maisonette,BOOK IN FERMONTED THE MASONETE,BookRestaurant
5372,snips-train-3057,"Locate a bakery in Rockport , Federated States Of Micronesia that serves olives",LOCATED BAKERY IN ROCPORT FIDERATED STATES OF MICRONESIA THAT SERVES OLLIVES,BookRestaurant
5373,snips-train-3058,Restaurant near in town uses in two years,RESTAURANT NEARING TOWN USES IN TWO YEARS,BookRestaurant
5374,snips-train-3059,Book a reservation for seven people at Fraser Mansion in IL,BUKA RESERVATION FOR SEVEN PEOPLE AT PHRASE OF MANSION INIO,BookRestaurant
5375,snips-train-306,add Unite and Win to my night out,AD UNITE AND WIN TO MY NIGHT OUT,AddToPlaylist
5376,snips-train-3060,I want to take my mom and I to the tea house,I WANT TO TAKE MY MOMM AND I TO THE TEA HOUSE,BookRestaurant
5377,snips-train-3061,"My party of 3 would really like to eat baba au rhum at a brasserie , could you help?",MY PARTY OF THREE WOULD REALLY LIKE TO EAT BARGAR O RAMATOBRACERY COULD YOU HELP,BookRestaurant
5378,snips-train-3062,I need to find a restaurant for ten people at twelve am in Liechtenstein .,I MADE TO FIND A RESTAURANT FOR TEN PAPLE AT TWELVE AMMYIN LICHTON'S TIME,BookRestaurant
5379,snips-train-3063,book a spot for 9 at Dinner in the Sky in SC,BOCASPOT FOR NINE AT DINNER IN THE SKY IN EC,BookRestaurant
5380,snips-train-3064,"I'd like a table for my teenager and I at the Washington, D.C. Jewish Community Center",I'D LIKE A TABLE FOR MY TANAJA AND I AT THE WASHINGTON DE SAY JEWISH COMMUNITY CENT ON,BookRestaurant
5381,snips-train-3065,I want a table for four for 2 years from now,I WANT A TABLE FOR FOUR FATIUE YEARS FROM NOW,BookRestaurant
5382,snips-train-3066,"restaurant in Kuwait for seven , Mar. eighteenth, 2030",RESTAURANT INCUATE FO SEVEN MARCH EIGHTEENTH TWENTY THIRTY,BookRestaurant
5383,snips-train-3067,I want a table for eight at GU,I WANT A TABLE FOR EIGT AT GU,BookRestaurant
5384,snips-train-3068,book a bar in SC in Leonville,BOUKA BAREN ESIAN LEON VION,BookRestaurant
5385,snips-train-3069,"I need a place that serves smelt for a party of 4 , preferably a taverna",I NEED A PLACE THAT SERVES SMELK FOR A PARTI OF FOOL PREFERBLY AT TO VENO,BookRestaurant
5386,snips-train-307,Add The Hellacopters singles to my teen party,ADD THE HELICOPTERS SINGLES TO MY TANE PARTY,AddToPlaylist
5387,snips-train-3070,book a gastropub serves waffle for 8,BULCAGASTRO POBSERVES WELFUL FOR EIGHT,BookRestaurant
5388,snips-train-3071,At four pm . I need a table for 8 at a restaurant in Guernsey that serves salade .,AT FOUR P M I NEED A TABLE FOR EIGHT AT A RESTAURANT IN GORENZI THAT SERVED SELAD,BookRestaurant
5389,snips-train-3072,"I'm looking to book a table at a place in Newton Falls , prefereably within the same area that has space for 6",I AM LOOKING TO BOOK A TABLE AT A PLACE IN NUTAN FALLS PREFERABLY WITHIN THE SAME ARE EVENT HAS SPACE FOR SIX,BookRestaurant
5390,snips-train-3073,Reserve a table for 1 person in WI .,RESERVE A TABLE FOR ONE PERSON IN WE,BookRestaurant
5391,snips-train-3074,I want to book a highly rated pizzeria in the same area as tia's house,I WANT TO BOOK A HIGHLY RATED BEATSARHEA IN THE SAME AREA AS TEA'S HOUSE,BookRestaurant
5392,snips-train-3075,book an osteria in North Salt Lake for three,BUCANOSTRIA IN NORTH SOLD LENGTH ATH RAY,BookRestaurant
5393,snips-train-3076,I need a table for 7 people at a bar that specialises in being a protein bar .,I NEED A TABLE FOR SEVEN PEOPLE AT ABAV THAT SPECIALIZES IN BEING APPROATAINED BAR,BookRestaurant
5394,snips-train-3077,book a spot at the food truck in MA,BUCA SPOT AT THE FEED TRACINEME,BookRestaurant
5395,snips-train-3078,book a restaurant faraway from Rwanda for two,BOOKA RESTAURANT FAR AWAY FROM MAROWANDA FITU,BookRestaurant
5396,snips-train-3079,book The Lake House for me and carmella,BUK THE LAKE HOUSE FOR ME AND COMMELLO,BookRestaurant
5397,snips-train-308,Add Cream to the funk playlist.,ADD CREAM TO THE FUNK PLYLACE,AddToPlaylist
5398,snips-train-3080,Book the Bobcat Bite in the Isle of Man for 6 people.,BOOK THE BOB HAD BIHT HIM THE ISLE OF MAN FOR SIX PAPLE,BookRestaurant
5399,snips-train-3081,"I'd like to book at a place in AR , looking for an oyster bar that is indoor and can accommodate a party of eight that is also within walking distance .",I'D LIKE TO BOOK AT A PLACE IN OUR LOOKING FOR A NOISE TOBOL THAT IS INDOR AND CAN ACCOMMODATE A PARTY EVATE THAT IS ALSO WITHIN WALKING DISTANCE,BookRestaurant
5400,snips-train-3082,"Book a table for kirsten price, audra and I faraway from our location at an outdoor taverna",BOOK A TABLE FOR CURSED AND PRICE ORDER AND I FAR AWAY FROM OUR LOCATION AT AN OUT DOOR TO VERNON,BookRestaurant
5401,snips-train-3083,Book a churrascaria restaurant that serves spring rolls for one person.,BOULQUECUROUS CAREER RESTAURANT THAT SERVES SPRING ROLLS FOR ONE PERSON,BookRestaurant
5402,snips-train-3084,Make me a reservation somewhere near here for me and my step brother by adeline's apartment,MAKE ME A RESERVATION SOMEWHERE NE HEATHEN ME AND MY STEP BROTHER BY IDOL LEIN'S APARTMENT,BookRestaurant
5403,snips-train-3085,Book a reservation for a trentino restaurant in Kansas,BOUKA RESERVATION FOR A TRANTINO RESTAURANT IN CANSUS,BookRestaurant
5404,snips-train-3086,"Book The Crown at Whitebrook in the Solomon Islands for Dec. the twenty-third, 2029 .",BOOK THE CROWN AT WHITE BROKING THE SOLOMON ISLANDS FOR DECEMBER TWENTY THIRD TWENTY TWENTY NINE,BookRestaurant
5405,snips-train-3087,"i'd like reservations for two at a pizzeria , 22 weeks from now .",I'D LIKE RESERVATIONS FOR TUITA PETE SARIO TWENTY TWO WEEKS FROM NOW,BookRestaurant
5406,snips-train-3088,Please book me a table for next week at a top-rated restaurant,PLEASE BOOK ME A TABLE FOR NEXT WE HAD A TOPERATED RESTAURANT,BookRestaurant
5407,snips-train-3089,restaurant In Zimbabwe that is brasserie and has parking,RESTAURANT IMS IN BABWAY THAT IS BRASSERY AND HAS PARKING,BookRestaurant
5408,snips-train-309,move El Viaje de Copperpot into my Emily Dickinson playlist,MEVEL BEAHEDA COPETPOT INTO MY EMILY DICKONSON PLAILIST,AddToPlaylist
5409,snips-train-3090,need to book a table in Ludden,NEED A BOOK A TABLE IN LONDON,BookRestaurant
5410,snips-train-3091,book a spot for six at Bear Hotel in 5 seconds,BORCOSPOT FOR SIX AT THEIR HOTELLING FIVE SECONDS,BookRestaurant
5411,snips-train-3092,I need a reservation for a pizzeria nearby Vigus,I NEED A RESERVATION FOR A BETS OF REANE BY VIGUS,BookRestaurant
5412,snips-train-3093,book a taverna that serves vichyssoise within walking distance in OH,UCUTA VENO THAT SERVES VICIOUS WITHIN WALKING DISTANCE IN OUR,BookRestaurant
5413,snips-train-3094,I want to reserve a gastropub that has a spa .,I WANT TO RESERVE A GESTEROPUB THAT HAS E SPAR,BookRestaurant
5414,snips-train-3095,I would like to book a restaurant in Singapore for nine in 19 hours and 1 second,I WOULD LIKE TO BOOK A RESTAURANT IN SINGAPOLE FOR NINETEEN NINETEEN OURS AND ONE SECOND,BookRestaurant
5415,snips-train-3096,book a spot for ten in Upper Marlboro PR,BOKASPOT FORTERNING UP A MARLBORE WORS HOREGO,BookRestaurant
5416,snips-train-3097,book a spot at a pizza place nine weeks from now in Wisconsin,BULCA SPOT HAD A PEATE A PLACE NINE WEEKS FROM NOW IN WISCONSIN,BookRestaurant
5417,snips-train-3098,Book a table at a brasserie type restaurant that serves jain for a party of 8,BOOK A TABLE AT E BRASERY TYPT RESTAURANT THAT SERVES GINE FOR A PARTY OF EIGHT,BookRestaurant
5418,snips-train-3099,I'd like to eat at the best southeastern brazilian restaurant with five people,I'D LIKE TO EAT AT THE BEST SOUTHEASTERN BRAZILIAN RESTAURANT WITH FIVE PEOPLE,BookRestaurant
5419,snips-train-31,please add John Deacon to the funtime activity playlist,PLASE AT JOHN DEAK INTO THE FONTIME ACTIVITY PLAINLIST,AddToPlaylist
5420,snips-train-310,Add this tune to hipster soul,ADD THIS TUNTO HIPS TO SOUL,AddToPlaylist
5421,snips-train-3100,I need a reservation for a brasserie that serves ankimo in PW,I NEED A RESERVATION FOR A BRASERY THAT SERVES ANGHIMO IN P W,BookRestaurant
5422,snips-train-3101,Would like to book a restaurant the last day of sukkot for lee and ines,WOULD LIKE TO BOOK A RESTAURANT THE LAST DAY OF SACCET FALE ANINES,BookRestaurant
5423,snips-train-3102,I want a restaurant reservation for a party of 8 at a vegetarian tea house .,I WANT A RESTAURANT RESERVATION FOR A PARTY OF EIGHT OUT O VEGETARIAN TEA HOUSE,BookRestaurant
5424,snips-train-3103,book a table for 2 at a highly rated restaurant within walking distance of taverna OK,BOOK A TABLE FOR TWO AT A HIGHLY RATED RESTAURANT WITHIN WALKING DISTANCE OF TIVERNA O Q,BookRestaurant
5425,snips-train-3104,"Book a table for nine people at a brasserie on Jan. 16, 2034",BOOK A TABLE FOR NINE PEOPLE OUT OF BRASSERY ON JANUARY SIXTEEN TWENTY THIRTY FOUR,BookRestaurant
5426,snips-train-3105,Book a restaurant for a meal for 4 people.,BOLK A RESTAURANT FOR A ME O FOR FOUR PEOPLE,BookRestaurant
5427,snips-train-3106,"book a table for Sep. the second, 2020 at a highly rated place for me and my baby at a joint serving cambodian",BULCA TABLE FOR SEPTEMBER THE SECOND TWENTY TWENTY AT A HIGHLY RATED PLACE FOR ME AND MY BABY AT A JOINT SERVING CAMP ODION,BookRestaurant
5428,snips-train-3107,"Book a restaurant in Nebraska on january 25, 2034 for me and my mommy .",BULKA RESTAURANT IN NEBRASKA ON JANUARY TWENTY FIFTH TWENTY THIRTY FOURFO ME AND MY MOMMY,BookRestaurant
5429,snips-train-3108,"Please book me a table for 6 people at Top of the Mark in Raleigh Hills , Kentucky",PLAYS BOOK ME A TABLE FOR SIX PEOPLE AT TOP OF THE MARKIN ROLLY HILLS KENTUCKY,BookRestaurant
5430,snips-train-3109,Book a restaurant for eight people in six years .,BOKE RESTAURANT FORITE PAPLE IN SIX YEARS,BookRestaurant
5431,snips-train-311,Put Beside You in my spotify orchestra cello playlist.,PUT BESIDE YOU IN MY SPOTIFI ORCHUSTRACELLO PLAINEST,AddToPlaylist
5432,snips-train-3110,I want to book a churrascaria restaurant for ten people.,I WANT TO BOOK A CHURISK CAREER RESTAURANT FOR TEN PEOPLE,BookRestaurant
5433,snips-train-3111,I need a table for 8 people at a highly rated pub that serves umbrian cuisine,I NEED A TABLE FOR EIGHT PEOPLE AT A HIGHLY RATED PUB THAT SERVES UMBRIAN QUEZINE,BookRestaurant
5434,snips-train-3112,I want to book a restaurant for four around Zapata,I WANT TO BOOK A RESTAURANT FOR FOUR AROUND ZAPATA,BookRestaurant
5435,snips-train-3113,I need to take three people to eat,I NEED TO TAKE THREE POPLE TO EAT,BookRestaurant
5436,snips-train-3114,my step aunt and I want to go cheese fries at the tavern,MY STEP HANT AND I WANT TO GO CHEESE FRIES AT THE TAVEN,BookRestaurant
5437,snips-train-3115,Book a highly rated northeast indian brasserie in Kenova for nannie and I at 1441 .,BULKA HIGHLY RATED NORTHEAST INDIAN BRASSERI IN KENOVER FENANI AND I AT ONE THOUSAND FOUR HUNDRED AND FORTY ONE,BookRestaurant
5438,snips-train-3116,I would like to book a restaurant for two in 42 weeks from now in Wagram,I WOULD LIKE TO BOOK A RESTAURANT FOR TWO IN FORTY TWO WEEKS FROM NOW IN VAGRUM,BookRestaurant
5439,snips-train-3117,"I'd like a table for three at Black Rapids Roadhouse on February 24th, 2039",I'D LIKE A TABLE FOR THREE AT BLACK RAPIDS ROAD HOUSE ON FEBRUARY TWENTY FOURTH TWENTY THIRTY NINE,BookRestaurant
5440,snips-train-3118,book a spot for 3 at the pizza place,BUCHIS SPOKE THE THREE AT THE PATES OF PLACE,BookRestaurant
5441,snips-train-3119,Book me a reservation for 10 in Oman,BOOK MER RESERVATION FOR TENING OMAN,BookRestaurant
5442,snips-train-312,add madlib invazion to my prog rock monsters list,ADD MADLY BEENVASION TO MY PROGROC MONSTERS LIST,AddToPlaylist
5443,snips-train-3120,Make a reservation for four at a pub in Sugarville .,MAKE A RESERVATION FOR FOUR AT A PUB IN CUGA MON,BookRestaurant
5444,snips-train-3121,my colleagues and I would like a restaurant in Snow Lake,MY COLLEAGUES AND I WOULD LIKE A RESTAURANT IN SNOW LAKE,BookRestaurant
5445,snips-train-3122,book a spot for one at a bar in Seabrook,BOOKASPOT FOR ONE AT A BAR IN SEA BROOK,BookRestaurant
5446,snips-train-3123,book a restaurant for six in MP,BOOKE RESTAURANT FOR SIXIN MPE,BookRestaurant
5447,snips-train-3124,I need a pub with a smoking room in Ucolo reserved.,I NEED A PUB WITH THE SMOKING ROOM IN YUCOLLO RESERVED,BookRestaurant
5448,snips-train-3125,I want to go to Antigua and Barbuda and eat at a table for 4 .,I WANT TO GO TO ANTIGE AND BARBUDA AND THE ATHE TABLE FOR FAULL,BookRestaurant
5449,snips-train-3126,"me and terrie need a table at a bar in Hypoluxo , UT",ME AN TERRY NEEDA TABLE AT A BAR IN HYPOLOCH SIR EU T,BookRestaurant
5450,snips-train-3127,I want to book a meal at a restaurant that searves kouglof .,I WANT TO BOOK A MEAL AT A RESTAURANT THAT SEVES KAGLOF,BookRestaurant
5451,snips-train-3128,I need a reservation for ten at a tavern in West Virginia,I NEED A RESERVATION FOR TEN ATA TAVERN IN WEST VIRGINIA,BookRestaurant
5452,snips-train-3129,Book a restaurant for 9 at 0037 PM,BULKA RESTAURANT FOR NINE ATTO O THREE SEVEN P M,BookRestaurant
5453,snips-train-313,Add the secret wars into the digging now playlist,AD THE SECRET WARS INTO THE DIGGING NOW PLAINLEST,AddToPlaylist
5454,snips-train-3130,book a spot for 9 in New Mexico,BUCUSPOT FONININ NEW MEXICO,BookRestaurant
5455,snips-train-3131,I want to book a far brasserie that serves minestrone in PA for a party of 9 in 15 minutes,I WANT A BOOK A PHABRACERI THAT SERVES MINISTRANI IN P AFOR A PARTI OF NINEING FIFTEEN MINUTES,BookRestaurant
5456,snips-train-3132,Book a food truck that is highly rated in Honduras,BOQEFIDE TRUCK THAT IS HIGHLY RATED IN HONJUROUS,BookRestaurant
5457,snips-train-3133,Need to book a restaurant in PA in the city of Old Orchard Beach,MADE TO BOOK A RESTAURANT IN PE AIIN THE CITY OF OLD ORCHARD BACH,BookRestaurant
5458,snips-train-3134,Find me a coffeehouse for nine in Indiana that has access to a pool,FIND ME A COFFEE HOUSE FOR NINE IN INDIANA VET HIS ACCESS TO A POOL,BookRestaurant
5459,snips-train-3135,I want a table for eight in Yakima Rhode Island,I WANT A TABLE FOR EIGHTEEN YEKAN MAROD ISLAND,BookRestaurant
5460,snips-train-3136,Book a joint restaurant for four with an outdoor area within the same area as Borough de Denali,BULCA JOINED RESTAURANT FOR FOR WITH AN OUTDOR AREA WITHIN THE SAME AREA AS BARADA GENALI,BookRestaurant
5461,snips-train-3137,Book a taverna that serves bengali for six at five,POCITIVENA THAT SERVS BANK ONLY FOR SIX AT FIVE,BookRestaurant
5462,snips-train-3138,I want to book a popular tyrolean steakhouse in Madison Park WA in 1 hour nine minutes and one second,I WANT TO BOOK A POPULATYROLEAN STAKE HOUSE IN MEDISONE PARK WASHINGTON IN ONE HOUR NINE MINUTES AND ONCE SECOND,BookRestaurant
5463,snips-train-3139,Give me a top-rated restaurant that's eastern european,GIVE ME A TOPERAITED RESTAURANT THAT ZASTON EUROPEAN,BookRestaurant
5464,snips-train-314,add warpaint in my Pre-Party list,ADD WILL PAINT IN MY PREPARTY LEAST,AddToPlaylist
5465,snips-train-3140,I'd like to eat at a popular brasserie in Chile with a party of 5,I'D LIKE TO EAT AT A POPULAR BRASSERY IN CHILLY WITH A PARTY OF FIVE,BookRestaurant
5466,snips-train-3141,Can you book a table for a party of 6 close to DeKalb Av,CAN YOU BOOK A TABLE FOR A PARTY OF SIX CLOSE TO THE COWBA,BookRestaurant
5467,snips-train-3142,I need to book a restaurant at supper time in IL,I NEED TO BOOK A RESTAURANT AT SAPETIMINIO,BookRestaurant
5468,snips-train-3143,need a table at Colony in Sri Lanka next year,MADE A TABLE AT COLONY IN THREE LANCINEXTGIO,BookRestaurant
5469,snips-train-3144,Find a table for five at Harveys in De Berry ID on April the 10th,FIND A TABLE FOR FIVE AT HARVES IN THE BURIITY ON APROL THE TENTH,BookRestaurant
5470,snips-train-3145,Book a table for January the twentieth at a place far from your daughter's campus,BULK A TABLE FOR JANUARY THE TWENTIETH ADA PLACE FAR FROM YOUR DAUGHTER'S CAMPUS,BookRestaurant
5471,snips-train-3146,I'd like to book 4 seats at a restaurant .,I'D LIKE TO BOOK FOR SEATS AT A RESTAURANT,BookRestaurant
5472,snips-train-3147,I want to book a restaurant for supper in Kellerton for 2,I WANT TO BOOK A RESTAURANT FOR SUPPERIN KELLIDAN FITU,BookRestaurant
5473,snips-train-3148,book a table for ten people,BOOKA TIBL FOR TEN PAPLE,BookRestaurant
5474,snips-train-3149,"I need reservations for a party of 3 on all souls' day in Temperance , North Dakota",I NEED RESERVATIONS FOR A PARTY OF THREE ON ALL SOUL'S DAY IN TEMPERANCE NORTO COTA,BookRestaurant
5475,snips-train-315,add young maylay to Club Hits,A YOUNG MAILAY TO CLUB HITS,AddToPlaylist
5476,snips-train-3150,Book a restaurant in Geddes on march the twenty-seventh for me and my husband,BOKA RESTAURANT IN GETIS ON MARCH THE TWENTY SEVENTH FEMI AND MY HUSBAND,BookRestaurant
5477,snips-train-3151,"21 weeks from now elinor, crystal turner and nita want to eat german food at a bar in distant California",TWENTY ONE WEEKS FROM NOW ELLENA CRISTULTURNA AND NATA WANT TO AT GERMAN FOOD AT A BA IN DISTANT CALIFORNIA,BookRestaurant
5478,snips-train-3152,book a sushis serving restaurant in Uzbekistan,BOKA SUSHIS SERVING RESTAURANT INOLDS BECASTAN,BookRestaurant
5479,snips-train-3153,I need to book a table at brasserie for 10 that is highly rated in Kentucky,I NEED TO BOOK A TABLE AT BRASSURY FOR TEN MATIES HIGHLY RATED IN KENTUCKY,BookRestaurant
5480,snips-train-3154,I need to book a table at a place around here in PA for a party of two,I NEED TO BOOK A TABLE AT A PLACE AROUND HERE IN P A FOR A PARTY OF TWO,BookRestaurant
5481,snips-train-3155,"I need to book a restaurant in Fork Mountain , SC for valarie, mari and I",I NEED TO BOOK A RESTAURANT INFOLK MOUNTAIN S C FAVALARI MARY AND I,BookRestaurant
5482,snips-train-3156,Book a restaurant this year for party of 2,BOOK A RESTAURANT THIS YEAR OF A PARTY OF TWO,BookRestaurant
5483,snips-train-3157,I want to eat at a brasserie that has internet near Greenland at elevenses .,I WANT TO EAT ADEBRESERY THAT HAS INTINATE NEWGREEN LAND AT ELIVENS'S,BookRestaurant
5484,snips-train-3158,restaurant in Watauga for me and my aunt,RESTAURANT UMATAL GIV FER ME AND MY AUNT,BookRestaurant
5485,snips-train-3159,Make me a reservation in TN somewhere nearby for a party of 4,MAKE ME A RESERVATION IN TEA AND SOMEWHERE NEARBY FOR A PARTYER FULL,BookRestaurant
5486,snips-train-316,add artist to my Phunkadelic playlist,ADDATAS TO MY FONCADELIC PLAINIST,AddToPlaylist
